post_id,user_type,content_type,caption,likes,comments,shares
702,student,text,What a day!,245,51,16
703,influencer,reel,Loved this!,978,62,109
704,student,reel,Loved this!,502,204,32
705,influencer,text,Feeling awesome,102,58,9
706,foodie,image,Check this out!,254,126,85
707,developer,image,Could be better,433,143,35
708,traveler,video,Loved this!,635,299,190
709,foodie,text,What a day!,180,28,18
710,influencer,reel,Must watch!,516,97,94
711,foodie,video,Highly recommended,938,270,66
712,student,story,What a day!,295,65,30
713,student,video,Loved this!,286,125,125
714,traveler,text,Highly recommended,220,21,43
715,developer,text,Amazing experience!,282,80,41
716,student,video,Amazing experience!,966,198,34
717,influencer,reel,Must watch!,409,53,179
718,foodie,text,Must watch!,273,30,30
719,foodie,story,What a day!,214,40,23
720,student,reel,Loved this!,610,138,70
721,influencer,image,Amazing experience!,228,38,52
722,developer,story,Must watch!,239,79,36
723,traveler,story,What a day!,163,76,18
724,student,video,Feeling awesome,664,243,169
725,traveler,story,Highly recommended,278,43,49
726,influencer,story,Highly recommended,50,13,42
727,student,reel,What a day!,892,272,64
728,developer,image,Highly recommended,468,99,46
729,student,story,Could be better,213,18,6
730,influencer,reel,Must watch!,835,198,165
731,student,image,Highly recommended,112,39,23
732,developer,text,Amazing experience!,169,13,34
733,traveler,image,Could be better,494,31,86
734,traveler,story,Not so great,128,44,27
735,foodie,image,Could be better,222,122,29
736,fitness,image,Not so great,402,52,24
737,influencer,reel,Highly recommended,325,108,60
738,traveler,video,Not so great,578,76,157
739,influencer,reel,Amazing experience!,254,190,147
740,foodie,reel,Highly recommended,697,300,171
741,student,image,Check this out!,358,78,23
742,traveler,image,Amazing experience!,373,20,56
743,student,reel,Check this out!,641,160,163
744,student,video,Amazing experience!,971,107,31
745,traveler,image,Amazing experience!,132,58,76
746,influencer,video,Check this out!,978,109,196
747,student,text,Could be better,257,55,20
748,traveler,image,Amazing experience!,274,108,39
749,fitness,video,Check this out!,564,224,33
750,foodie,video,Check this out!,582,119,175
751,developer,reel,Loved this!,905,144,38
752,student,reel,Must watch!,367,201,64
753,developer,text,Feeling awesome,214,31,16
754,foodie,image,Must watch!,142,121,42
755,fitness,story,Feeling awesome,155,76,17
756,traveler,story,Must watch!,71,17,50
757,fitness,reel,Must watch!,464,91,83
758,influencer,video,Loved this!,609,107,61
759,student,image,Loved this!,460,86,99
760,fitness,reel,Check this out!,895,103,42
761,traveler,image,What a day!,332,109,59
762,foodie,video,Feeling awesome,729,101,116
763,fitness,text,Highly recommended,83,71,24
764,student,video,Amazing experience!,856,234,103
765,foodie,reel,Highly recommended,723,278,189
766,fitness,image,Must watch!,487,61,11
767,influencer,image,Could be better,315,93,27
768,student,video,Feeling awesome,851,260,80
769,developer,image,Must watch!,155,120,73
770,influencer,image,Not so great,139,63,58
771,student,video,Amazing experience!,838,84,69
772,traveler,text,Amazing experience!,113,56,19
773,foodie,image,Amazing experience!,466,54,77
774,foodie,story,Feeling awesome,212,35,50
775,developer,video,Loved this!,944,119,160
776,student,image,Not so great,448,43,88
777,foodie,image,Loved this!,323,127,60
778,student,video,What a day!,258,187,89
779,traveler,text,Feeling awesome,120,93,33
780,student,image,Not so great,125,35,72
781,influencer,reel,What a day!,204,295,194
782,developer,image,Loved this!,164,27,36
783,developer,image,Not so great,255,45,75
784,traveler,text,Amazing experience!,159,27,8
785,foodie,story,Feeling awesome,276,74,14
786,foodie,story,Must watch!,99,84,9
787,influencer,reel,Must watch!,327,190,30
788,developer,video,Feeling awesome,612,300,130
789,traveler,story,Highly recommended,159,63,42
790,student,video,Highly recommended,440,94,32
791,traveler,story,Feeling awesome,129,61,34
792,traveler,image,Amazing experience!,260,70,38
793,developer,image,Feeling awesome,294,60,57
794,student,image,Not so great,408,149,12
795,influencer,reel,Not so great,373,262,47
796,student,reel,Could be better,537,261,122
797,traveler,video,What a day!,263,280,109
798,fitness,reel,Check this out!,227,142,74
799,student,image,Must watch!,420,64,94
800,traveler,story,Highly recommended,60,39,8
801,student,story,Amazing experience!,273,16,50
802,influencer,video,Highly recommended,425,89,55
803,foodie,story,Must watch!,139,76,26
804,foodie,image,Highly recommended,245,130,81
805,fitness,reel,Amazing experience!,346,194,75
806,influencer,story,What a day!,116,27,35
807,developer,video,Must watch!,447,116,147
808,foodie,text,What a day!,237,55,49
809,influencer,video,Check this out!,657,114,178
810,developer,story,Loved this!,134,59,29
811,traveler,reel,Could be better,422,102,149
812,student,reel,Must watch!,627,199,82
813,influencer,video,Must watch!,403,220,176
814,influencer,text,Amazing experience!,108,87,9
815,student,reel,Could be better,691,88,163
816,fitness,video,What a day!,502,207,131
817,foodie,story,Could be better,104,55,10
818,traveler,video,Not so great,299,61,173
819,influencer,text,Could be better,215,27,13
820,influencer,video,Amazing experience!,413,191,161
821,fitness,reel,Must watch!,268,234,183
822,traveler,story,Could be better,143,39,19
823,student,reel,What a day!,298,282,197
824,foodie,reel,Loved this!,503,206,115
825,developer,story,Must watch!,96,83,31
826,student,image,Must watch!,116,53,45
827,student,video,Check this out!,356,230,181
828,foodie,image,Could be better,470,81,21
829,traveler,video,Must watch!,892,127,86
830,fitness,reel,Could be better,823,185,56
831,foodie,reel,Must watch!,456,183,42
832,developer,text,Must watch!,87,19,48
833,traveler,story,Must watch!,117,75,12
834,fitness,reel,Not so great,696,90,142
835,student,video,Check this out!,219,203,148
836,foodie,reel,Feeling awesome,431,239,107
837,developer,story,Feeling awesome,213,76,10
838,traveler,text,Loved this!,80,41,42
839,traveler,reel,Check this out!,752,132,77
840,influencer,video,Must watch!,447,195,88
841,developer,video,Loved this!,674,136,190
842,foodie,reel,Must watch!,542,159,26
843,foodie,story,Not so great,243,13,13
844,foodie,video,Not so great,542,196,171
845,student,text,Check this out!,59,18,24
846,influencer,story,Feeling awesome,132,48,45
847,student,text,Amazing experience!,268,50,5
848,student,video,Feeling awesome,720,205,38
849,fitness,image,What a day!,286,102,98
850,fitness,video,What a day!,650,237,32
851,student,story,Not so great,142,33,46
852,student,story,Check this out!,216,74,13
853,developer,reel,Amazing experience!,218,291,80
854,developer,story,Could be better,162,20,14
855,student,text,Could be better,89,76,42
856,student,video,Amazing experience!,922,249,33
857,foodie,video,Highly recommended,310,105,163
858,developer,story,Could be better,186,79,14
859,student,video,What a day!,790,70,172
860,foodie,reel,Loved this!,994,109,175
861,developer,story,Feeling awesome,154,92,35
862,student,image,Amazing experience!,159,42,20
863,student,video,Check this out!,452,280,118
864,fitness,text,Not so great,162,32,9
865,student,story,Check this out!,170,85,31
866,foodie,reel,Could be better,702,278,171
867,influencer,reel,Feeling awesome,917,66,152
868,influencer,video,Feeling awesome,442,77,78
869,fitness,text,Must watch!,121,54,17
870,developer,story,Must watch!,222,59,31
871,developer,text,Not so great,60,12,24
872,traveler,text,Loved this!,102,24,36
873,developer,story,Loved this!,99,29,16
874,traveler,reel,Must watch!,829,82,154
875,influencer,video,Could be better,656,186,78
876,student,story,Could be better,289,10,22
877,foodie,text,Loved this!,113,68,22
878,traveler,reel,Not so great,394,249,100
879,fitness,image,Amazing experience!,135,22,46
880,foodie,video,Must watch!,644,292,96
881,developer,image,Could be better,434,49,24
882,fitness,image,Loved this!,284,91,31
883,foodie,image,Check this out!,383,106,43
884,developer,image,Check this out!,246,91,26
885,traveler,text,Could be better,228,25,31
886,fitness,image,Highly recommended,340,115,30
887,influencer,reel,What a day!,350,152,141
888,influencer,image,What a day!,413,57,72
889,developer,video,Feeling awesome,434,271,38
890,influencer,video,Not so great,623,259,47
891,developer,reel,Highly recommended,563,205,150
892,traveler,video,Highly recommended,730,210,32
893,traveler,text,Loved this!,142,44,32
894,foodie,story,What a day!,252,73,18
895,student,reel,Loved this!,247,94,189
896,foodie,story,Must watch!,263,15,21
897,foodie,image,Loved this!,124,131,53
898,influencer,video,What a day!,270,162,56
899,fitness,reel,Not so great,581,250,41
900,fitness,text,Could be better,110,39,16
901,traveler,reel,Highly recommended,591,195,26
902,student,story,Not so great,204,52,21
903,student,text,Check this out!,56,98,34
904,fitness,video,Could be better,764,144,79
905,foodie,image,Must watch!,230,42,60
906,foodie,text,Feeling awesome,144,80,13
907,foodie,image,Loved this!,331,72,39
908,foodie,text,Amazing experience!,136,49,34
909,student,video,Not so great,506,264,104
910,fitness,text,Could be better,59,69,40
911,developer,text,Must watch!,239,97,23
912,foodie,reel,Highly recommended,642,151,110
913,traveler,text,Could be better,195,32,22
914,fitness,reel,Amazing experience!,488,201,37
915,influencer,image,Could be better,196,42,82
916,foodie,story,Not so great,67,89,15
917,student,video,Check this out!,861,126,153
918,student,story,Amazing experience!,177,96,44
919,influencer,text,Could be better,173,53,42
920,influencer,text,Amazing experience!,155,35,13
921,fitness,text,Check this out!,222,48,36
922,traveler,reel,Check this out!,349,118,43
923,foodie,text,Loved this!,221,59,26
924,fitness,video,Amazing experience!,248,267,179
925,influencer,video,Loved this!,902,86,148
926,student,image,What a day!,338,112,29
927,traveler,video,Highly recommended,503,293,35
928,influencer,story,Must watch!,142,80,11
929,student,story,Check this out!,266,84,17
930,influencer,video,What a day!,617,254,151
931,developer,video,Check this out!,388,178,128
932,student,image,Loved this!,178,30,23
933,developer,story,Check this out!,172,95,41
934,fitness,story,Highly recommended,108,96,5
935,developer,image,Must watch!,349,73,80
936,developer,image,Highly recommended,186,34,95
937,student,story,Highly recommended,209,56,23
938,influencer,reel,Highly recommended,357,241,23
939,traveler,story,What a day!,264,19,9
940,student,image,What a day!,496,133,29
941,foodie,image,Feeling awesome,409,99,65
942,influencer,reel,Check this out!,605,68,34
943,student,video,Amazing experience!,332,94,115
944,student,video,Feeling awesome,921,98,114
945,influencer,image,Highly recommended,264,73,67
946,fitness,text,Could be better,136,80,50
947,foodie,text,Could be better,239,41,42
948,influencer,image,Highly recommended,411,120,25
949,influencer,story,What a day!,176,24,32
950,traveler,image,Check this out!,424,65,26
951,traveler,reel,Could be better,799,109,130
952,traveler,video,Could be better,561,250,95
953,student,reel,Loved this!,737,184,61
954,influencer,image,Amazing experience!,371,109,18
955,student,video,Loved this!,335,90,115
956,traveler,video,Loved this!,404,208,101
957,student,story,What a day!,262,78,5
958,influencer,image,What a day!,144,69,27
959,traveler,image,Must watch!,205,58,95
960,fitness,video,Must watch!,306,167,140
961,student,video,Not so great,768,218,154
962,influencer,story,Highly recommended,94,58,34
963,developer,image,Loved this!,367,46,67
964,influencer,video,Not so great,729,173,36
965,foodie,story,Check this out!,100,29,15
966,fitness,video,Must watch!,783,186,92
967,foodie,story,Could be better,66,13,23
968,influencer,reel,Could be better,680,227,108
969,fitness,text,Could be better,115,46,43
970,influencer,image,Check this out!,133,77,56
971,foodie,reel,What a day!,527,95,97
972,student,image,Must watch!,197,128,93
973,fitness,reel,Highly recommended,246,205,123
974,traveler,video,Loved this!,396,67,123
975,traveler,text,Must watch!,298,79,39
976,traveler,text,Must watch!,250,16,47
977,developer,video,Highly recommended,277,144,103
978,fitness,video,Could be better,419,280,108
979,developer,image,Check this out!,230,32,20
980,influencer,text,Feeling awesome,75,11,30
981,developer,image,What a day!,448,40,43
982,foodie,reel,Loved this!,995,183,166
983,student,text,Feeling awesome,187,56,21
984,fitness,text,Loved this!,89,71,22
985,influencer,story,Highly recommended,249,15,15
986,student,story,Feeling awesome,281,53,7
987,foodie,text,Loved this!,245,22,7
988,developer,text,Highly recommended,69,52,45
989,traveler,story,Could be better,89,15,23
990,foodie,video,Loved this!,616,58,123
991,developer,reel,Feeling awesome,907,224,191
992,developer,text,Feeling awesome,249,92,25
993,traveler,reel,Amazing experience!,401,280,112
994,student,video,Loved this!,696,170,147
995,student,story,Could be better,211,28,15
996,developer,reel,Feeling awesome,884,130,160
997,developer,story,Not so great,261,31,33
998,traveler,video,Could be better,411,207,67
999,fitness,reel,Must watch!,979,203,160
1000,developer,story,Feeling awesome,122,28,17
1001,traveler,video,Could be better,223,164,20
1002,foodie,image,Check this out!,488,123,100
1003,developer,image,Could be better,459,114,59
1004,student,story,Not so great,132,67,39
1005,fitness,video,What a day!,302,91,22
1006,foodie,video,Loved this!,668,204,92
1007,traveler,story,Check this out!,299,27,24
1008,fitness,text,Highly recommended,167,19,33
1009,developer,text,Loved this!,103,61,30
1010,fitness,reel,What a day!,325,121,107
1011,student,story,Highly recommended,55,98,8
1012,traveler,image,Highly recommended,421,140,19
1013,fitness,reel,Not so great,545,62,24
1014,foodie,reel,Feeling awesome,359,58,184
1015,student,reel,Could be better,971,292,63
1016,influencer,video,Feeling awesome,922,195,197
1017,influencer,story,Must watch!,166,93,24
1018,student,story,Highly recommended,260,36,49
1019,fitness,video,Not so great,672,222,121
1020,influencer,video,Highly recommended,857,153,105
1021,student,story,Could be better,168,90,33
1022,fitness,video,Feeling awesome,884,145,99
1023,student,video,Must watch!,609,180,200
1024,developer,reel,Amazing experience!,202,99,94
1025,influencer,video,Check this out!,955,235,98
1026,foodie,story,Loved this!,105,71,6
1027,fitness,text,Feeling awesome,237,64,19
1028,student,story,Highly recommended,223,48,40
1029,developer,reel,Not so great,727,212,22
1030,influencer,text,What a day!,50,26,29
1031,influencer,image,Highly recommended,321,84,14
1032,foodie,story,Amazing experience!,173,74,40
1033,developer,image,Could be better,336,104,69
1034,foodie,text,Highly recommended,237,97,32
1035,traveler,image,What a day!,195,139,82
1036,student,video,Loved this!,976,192,38
1037,student,text,Must watch!,228,72,23
1038,student,story,Must watch!,253,92,31
1039,developer,image,Loved this!,341,62,91
1040,traveler,video,Feeling awesome,516,250,192
1041,foodie,text,Amazing experience!,143,48,48
1042,fitness,story,Loved this!,148,98,10
1043,developer,video,Amazing experience!,514,190,126
1044,developer,image,Must watch!,176,28,89
1045,student,story,Loved this!,265,37,23
1046,traveler,image,Feeling awesome,179,125,81
1047,student,image,What a day!,146,30,18
1048,developer,reel,Loved this!,836,215,92
1049,fitness,text,Feeling awesome,268,74,25
1050,developer,reel,Amazing experience!,474,279,170
1051,influencer,story,Check this out!,97,47,8
1052,influencer,reel,Check this out!,230,145,88
1053,fitness,text,Could be better,122,87,16
1054,student,text,Not so great,184,24,39
1055,student,video,Check this out!,451,102,171
1056,traveler,text,Amazing experience!,136,88,30
1057,influencer,reel,Feeling awesome,848,263,183
1058,developer,image,Loved this!,260,66,100
1059,student,story,Feeling awesome,114,49,37
1060,developer,video,Could be better,248,263,135
1061,influencer,reel,Highly recommended,435,261,186
1062,traveler,image,Amazing experience!,256,90,79
1063,foodie,reel,Check this out!,823,174,140
1064,developer,reel,Loved this!,909,297,90
1065,fitness,reel,Amazing experience!,908,176,166
1066,influencer,video,Amazing experience!,531,52,118
1067,developer,image,Not so great,420,32,20
1068,influencer,story,Amazing experience!,214,100,25
1069,influencer,image,Loved this!,203,113,47
1070,student,story,Must watch!,128,29,30
1071,developer,reel,Highly recommended,633,173,132
1072,traveler,text,Check this out!,207,31,10
1073,developer,image,Could be better,499,79,71
1074,traveler,video,Could be better,623,239,36
1075,student,story,Feeling awesome,279,59,24
1076,traveler,story,Must watch!,198,63,41
1077,student,story,Check this out!,125,53,20
1078,fitness,video,Check this out!,519,244,147
1079,foodie,video,Highly recommended,442,172,147
1080,traveler,story,Loved this!,51,40,6
1081,fitness,text,Feeling awesome,204,88,8
1082,student,text,Must watch!,260,26,37
1083,fitness,story,Amazing experience!,105,79,31
1084,developer,image,Amazing experience!,461,136,59
1085,developer,text,Not so great,195,99,50
1086,traveler,story,Check this out!,178,94,39
1087,influencer,image,Feeling awesome,359,133,88
1088,foodie,video,Amazing experience!,667,86,162
1089,fitness,image,Not so great,463,38,71
1090,fitness,reel,Loved this!,591,87,27
1091,fitness,reel,Feeling awesome,817,80,33
1092,traveler,reel,What a day!,334,181,169
1093,fitness,story,Must watch!,65,57,41
1094,traveler,reel,Loved this!,496,161,95
1095,influencer,story,Check this out!,100,45,32
1096,traveler,video,Must watch!,479,256,91
1097,traveler,reel,What a day!,363,154,79
1098,developer,reel,Amazing experience!,579,168,97
1099,influencer,image,Amazing experience!,346,30,91
1100,influencer,video,What a day!,792,230,199
1101,fitness,image,Check this out!,343,90,24
1102,student,story,What a day!,151,83,41
1103,student,image,Must watch!,398,124,35
1104,traveler,image,Loved this!,108,63,17
1105,influencer,image,Not so great,474,128,49
1106,influencer,image,Check this out!,262,31,48
1107,traveler,story,Could be better,50,22,48
1108,influencer,video,Feeling awesome,522,113,49
1109,developer,story,Loved this!,218,46,10
1110,influencer,video,What a day!,965,296,75
1111,traveler,reel,Must watch!,835,105,43
1112,traveler,text,What a day!,56,39,28
1113,developer,text,Feeling awesome,178,55,17
1114,influencer,reel,Must watch!,224,217,198
1115,developer,video,Amazing experience!,892,280,41
1116,traveler,image,Must watch!,383,36,61
1117,traveler,story,Loved this!,90,75,42
1118,traveler,story,Loved this!,195,23,15
1119,fitness,text,Loved this!,99,35,45
1120,fitness,story,Amazing experience!,257,71,43
1121,developer,video,Feeling awesome,454,145,159
1122,developer,reel,Feeling awesome,497,298,47
1123,student,story,Check this out!,294,78,25
1124,traveler,text,Feeling awesome,209,74,41
1125,student,video,Could be better,398,251,177
1126,student,text,Amazing experience!,129,87,11
1127,fitness,story,Could be better,126,39,39
1128,foodie,reel,Must watch!,856,186,92
1129,developer,video,Not so great,543,148,101
1130,traveler,video,Could be better,921,300,82
1131,fitness,text,What a day!,287,48,8
1132,traveler,video,Could be better,228,121,68
1133,influencer,story,Could be better,272,46,49
1134,traveler,text,What a day!,159,100,28
1135,foodie,video,What a day!,310,241,179
1136,student,video,Loved this!,442,222,165
1137,developer,video,Check this out!,719,208,184
1138,fitness,text,Must watch!,53,39,45
1139,student,text,Not so great,52,69,26
1140,influencer,reel,What a day!,452,186,103
1141,traveler,image,Not so great,155,47,51
1142,developer,story,Loved this!,131,36,22
1143,foodie,reel,Could be better,457,193,50
1144,fitness,text,What a day!,59,29,40
1145,foodie,story,What a day!,141,47,38
1146,foodie,video,Not so great,380,160,125
1147,fitness,reel,What a day!,999,268,20
1148,foodie,text,Amazing experience!,73,10,11
1149,fitness,reel,Could be better,477,129,50
1150,developer,image,Feeling awesome,305,117,57
1151,foodie,video,Amazing experience!,449,87,120
1152,student,text,Could be better,267,17,31
1153,developer,video,Loved this!,581,59,143
1154,developer,image,Highly recommended,245,105,32
1155,developer,reel,Amazing experience!,648,222,124
1156,traveler,story,Loved this!,214,29,40
1157,traveler,text,Must watch!,205,28,24
1158,student,image,Not so great,455,58,21
1159,traveler,text,Amazing experience!,85,84,21
1160,developer,reel,Highly recommended,578,259,104
1161,developer,story,Must watch!,280,35,49
1162,student,image,Could be better,282,108,40
1163,traveler,video,Loved this!,206,170,94
1164,developer,image,Check this out!,289,68,73
1165,fitness,story,Could be better,71,63,16
1166,fitness,video,Feeling awesome,662,141,41
1167,traveler,video,Check this out!,409,233,114
1168,influencer,reel,Not so great,459,119,46
1169,developer,reel,What a day!,754,107,147
1170,influencer,story,Amazing experience!,172,19,13
1171,developer,video,Highly recommended,246,142,186
1172,fitness,reel,Check this out!,767,218,196
1173,foodie,image,Could be better,298,37,81
1174,foodie,story,Check this out!,105,65,16
1175,developer,text,Feeling awesome,81,27,14
1176,traveler,story,Must watch!,152,23,14
1177,developer,story,Check this out!,79,92,49
1178,developer,video,Could be better,920,150,168
1179,influencer,reel,Not so great,719,103,154
1180,influencer,image,Not so great,459,39,59
1181,student,video,Loved this!,824,189,99
1182,fitness,image,What a day!,479,81,71
1183,student,reel,Loved this!,933,235,36
1184,fitness,reel,Amazing experience!,661,300,176
1185,developer,text,Must watch!,131,15,7
1186,influencer,video,Check this out!,624,176,57
1187,traveler,video,Check this out!,604,184,142
1188,influencer,image,Could be better,241,98,71
1189,foodie,story,Loved this!,204,73,5
1190,developer,text,What a day!,254,87,17
1191,student,video,What a day!,459,155,62
1192,student,text,Not so great,158,42,8
1193,influencer,story,Must watch!,196,31,24
1194,student,reel,Loved this!,542,209,143
1195,foodie,text,Check this out!,219,71,38
1196,influencer,video,Could be better,516,249,126
1197,influencer,story,Could be better,197,37,22
1198,developer,image,Highly recommended,155,31,51
1199,fitness,reel,Must watch!,999,64,136
1200,fitness,image,Must watch!,126,117,66
1201,foodie,text,Highly recommended,211,54,33
1202,fitness,image,Check this out!,294,52,45
1203,foodie,image,Check this out!,355,24,53
1204,traveler,video,Check this out!,530,285,70
1205,foodie,image,Loved this!,328,21,25
1206,foodie,video,What a day!,995,256,67
1207,traveler,reel,Check this out!,351,213,82
1208,student,story,Feeling awesome,106,88,42
1209,traveler,text,Feeling awesome,103,27,34
1210,developer,reel,Highly recommended,425,253,118
1211,developer,image,Must watch!,395,76,49
1212,foodie,reel,Check this out!,945,231,168
1213,student,video,Could be better,895,147,85
1214,fitness,story,Loved this!,200,25,22
1215,student,image,Loved this!,498,73,23
1216,influencer,image,Not so great,191,72,85
1217,developer,video,Feeling awesome,205,176,105
1218,traveler,reel,Not so great,459,124,45
1219,fitness,image,Could be better,111,44,21
1220,fitness,text,Not so great,227,14,38
1221,foodie,text,Could be better,93,68,20
1222,developer,text,Feeling awesome,233,25,34
1223,foodie,video,Loved this!,227,163,130
1224,developer,text,What a day!,282,97,32
1225,developer,image,Could be better,187,25,37
1226,foodie,video,Check this out!,717,256,52
1227,influencer,story,Highly recommended,234,25,16
1228,student,reel,What a day!,892,205,105
1229,developer,image,Check this out!,273,48,90
1230,foodie,story,Not so great,143,47,47
1231,influencer,image,Highly recommended,283,92,59
1232,foodie,video,What a day!,440,193,180
1233,developer,video,Feeling awesome,603,222,176
1234,fitness,image,Amazing experience!,449,80,86
1235,foodie,reel,Loved this!,952,211,149
1236,student,text,Loved this!,114,65,18
1237,foodie,story,What a day!,79,86,39
1238,traveler,story,Amazing experience!,236,33,5
1239,influencer,video,What a day!,878,147,121
1240,foodie,image,Must watch!,486,79,26
1241,fitness,video,What a day!,806,90,77
1242,influencer,story,Check this out!,287,14,9
1243,fitness,image,Must watch!,128,93,81
1244,developer,reel,Must watch!,627,170,114
1245,fitness,reel,Not so great,937,289,56
1246,foodie,reel,Not so great,765,165,181
1247,fitness,story,Could be better,91,18,33
1248,traveler,reel,Could be better,803,68,27
1249,student,image,Not so great,281,21,80
1250,traveler,text,Must watch!,227,50,42
1251,fitness,story,Loved this!,98,67,37
1252,developer,story,Not so great,240,97,25
1253,developer,reel,Check this out!,457,66,50
1254,foodie,video,Could be better,291,210,46
1255,fitness,story,What a day!,133,10,21
1256,influencer,story,Not so great,59,100,42
1257,influencer,video,Highly recommended,425,214,23
1258,student,text,Feeling awesome,60,79,27
1259,foodie,reel,Highly recommended,232,113,170
1260,traveler,image,What a day!,376,132,58
1261,student,image,Feeling awesome,293,52,75
1262,fitness,story,Must watch!,298,48,30
1263,foodie,image,Must watch!,466,42,48
1264,developer,video,Amazing experience!,215,131,193
1265,student,video,Feeling awesome,276,257,155
1266,fitness,video,Feeling awesome,605,233,159
1267,traveler,video,Could be better,534,168,80
1268,fitness,video,Could be better,940,282,36
1269,developer,story,Must watch!,212,46,6
1270,foodie,story,Feeling awesome,61,35,43
1271,developer,reel,Check this out!,539,89,166
1272,foodie,reel,Check this out!,676,152,27
1273,student,story,Feeling awesome,106,98,30
1274,developer,story,Highly recommended,298,42,42
1275,developer,story,What a day!,130,77,29
1276,foodie,story,Not so great,69,37,26
1277,developer,story,Loved this!,171,60,11
1278,traveler,image,Must watch!,298,32,77
1279,influencer,video,Feeling awesome,915,88,176
1280,influencer,text,Check this out!,137,30,7
1281,developer,story,What a day!,284,79,35
1282,fitness,reel,Could be better,266,210,106
1283,developer,image,What a day!,276,27,29
1284,student,image,Amazing experience!,173,76,78
1285,developer,story,Could be better,293,68,19
1286,student,text,Could be better,167,21,45
1287,influencer,story,Amazing experience!,63,70,18
1288,student,text,What a day!,207,33,9
1289,developer,story,What a day!,230,37,44
1290,developer,text,Feeling awesome,278,67,36
1291,developer,text,Loved this!,274,28,22
1292,influencer,text,Loved this!,296,91,36
1293,developer,reel,Could be better,440,241,130
1294,traveler,story,Amazing experience!,78,85,23
1295,developer,reel,Must watch!,235,212,200
1296,student,video,Highly recommended,762,123,194
1297,traveler,video,Amazing experience!,478,279,199
1298,fitness,video,Loved this!,376,118,162
1299,traveler,image,Check this out!,322,88,42
1300,developer,reel,Could be better,405,148,26
1301,fitness,video,Check this out!,447,89,24
1302,influencer,video,Loved this!,723,142,63
1303,foodie,reel,Not so great,512,114,137
1304,fitness,reel,Must watch!,606,56,193
1305,fitness,image,Not so great,227,43,80
1306,student,text,Amazing experience!,193,57,42
1307,influencer,reel,Could be better,892,153,139
1308,traveler,reel,Loved this!,874,198,34
1309,developer,image,Check this out!,210,40,41
1310,traveler,video,Highly recommended,322,158,45
1311,traveler,reel,Must watch!,859,176,46
1312,foodie,text,Check this out!,172,68,5
1313,foodie,story,Could be better,168,94,15
1314,fitness,image,Could be better,177,142,100
1315,traveler,story,Must watch!,182,98,42
1316,student,reel,Highly recommended,817,105,53
1317,influencer,video,Must watch!,919,104,153
1318,student,image,Must watch!,188,24,29
1319,influencer,reel,Amazing experience!,655,143,138
1320,traveler,reel,Not so great,207,279,66
1321,student,story,Must watch!,67,87,46
1322,influencer,story,Amazing experience!,129,46,50
1323,influencer,story,Feeling awesome,66,57,38
1324,foodie,story,Not so great,104,59,33
1325,fitness,reel,Not so great,413,60,68
1326,student,video,Loved this!,612,294,51
1327,developer,story,What a day!,267,16,5
1328,traveler,text,Amazing experience!,88,100,27
1329,influencer,text,Could be better,274,49,23
1330,developer,reel,Highly recommended,775,239,110
1331,traveler,text,Check this out!,83,49,10
1332,student,video,Feeling awesome,475,180,42
1333,fitness,video,Highly recommended,676,236,164
1334,student,text,Feeling awesome,133,91,47
1335,influencer,image,Feeling awesome,267,62,74
1336,developer,video,Could be better,572,114,179
1337,traveler,video,Highly recommended,445,205,121
1338,influencer,video,Check this out!,888,251,144
1339,influencer,reel,Check this out!,477,145,49
1340,foodie,reel,Loved this!,931,298,195
1341,foodie,text,Highly recommended,124,45,8
1342,developer,reel,What a day!,601,165,35
1343,traveler,reel,Must watch!,607,247,54
1344,student,video,Must watch!,865,269,40
1345,developer,video,Not so great,544,80,175
1346,influencer,reel,Feeling awesome,655,107,102
1347,traveler,story,What a day!,183,25,24
1348,foodie,reel,Highly recommended,510,251,82
1349,influencer,text,Loved this!,170,80,43
1350,student,reel,Feeling awesome,321,162,97
1351,influencer,text,Not so great,161,75,5
1352,traveler,reel,Check this out!,742,144,67
1353,influencer,video,Must watch!,265,213,79
1354,developer,reel,Could be better,904,142,82
1355,fitness,reel,Not so great,236,203,131
1356,influencer,image,Check this out!,329,114,13
1357,student,video,Not so great,731,113,121
1358,fitness,text,Feeling awesome,101,42,35
1359,foodie,video,Must watch!,633,156,128
1360,influencer,reel,Feeling awesome,268,109,143
1361,influencer,video,What a day!,427,236,187
1362,fitness,image,Amazing experience!,358,47,74
1363,foodie,image,Not so great,231,56,76
1364,influencer,image,Loved this!,188,21,59
1365,developer,story,Loved this!,121,74,16
1366,foodie,story,What a day!,221,36,7
1367,fitness,story,Not so great,169,71,5
1368,influencer,text,What a day!,153,34,43
1369,fitness,image,Loved this!,220,41,99
1370,fitness,reel,Highly recommended,671,179,32
1371,influencer,reel,Highly recommended,578,234,200
1372,influencer,video,Amazing experience!,645,246,158
1373,developer,reel,Not so great,588,156,162
1374,fitness,text,Check this out!,118,77,19
1375,traveler,video,Check this out!,216,83,109
1376,developer,image,Check this out!,342,92,66
1377,fitness,text,Could be better,103,27,13
1378,student,text,Could be better,135,48,21
1379,student,story,Loved this!,218,75,36
1380,fitness,video,What a day!,986,201,122
1381,developer,image,Highly recommended,148,36,17
1382,developer,text,What a day!,210,53,29
1383,student,story,Feeling awesome,75,32,46
1384,developer,image,Not so great,328,129,77
1385,traveler,image,Check this out!,429,114,99
1386,student,reel,Amazing experience!,858,246,87
