post_id,brand,user_type,post_text,likes,comments,shares
675,Puma,developer,"Puma Worst purchase ever, would not recommend",650,164,74
676,Puma,athlete,"Puma Absolutely love this brand, amazing quality and performance",261,287,106
677,Nike,traveler,"Nike It's okay, average product nothing special",926,113,150
678,Nike,developer,"Nike Very disappointed, poor quality and bad experience",635,29,37
679,Adidas,student,"Adidas It's okay, average product nothing special",740,223,97
680,Adidas,student,"Adidas Decent experience, could be better",512,109,14
681,Adidas,student,"Adidas Worst purchase ever, would not recommend",805,33,195
682,Apple,developer,"Apple Very disappointed, poor quality and bad experience",759,221,94
683,Puma,student,"Puma Worst purchase ever, would not recommend",66,138,79
684,Apple,influencer,"Apple Decent experience, could be better",131,135,166
685,Samsung,student,"Samsung Not worth the money, totally dissatisfied",965,154,144
686,Adidas,traveler,"Adidas It's okay, average product nothing special",82,25,161
687,Samsung,influencer,"Samsung Great experience, highly recommend this product",392,133,182
688,Apple,influencer,"Apple Not bad, not great just fine",548,146,95
689,Apple,traveler,"Apple Not worth the money, totally dissatisfied",634,134,154
690,Puma,student,"Puma Super comfortable and stylish, worth every penny",596,19,111
691,Adidas,student,"Adidas Not bad, not great just fine",639,289,16
692,Adidas,influencer,"Adidas Worst purchase ever, would not recommend",221,292,178
693,Nike,traveler,"Nike Super comfortable and stylish, worth every penny",53,204,6
694,Puma,traveler,"Puma Super comfortable and stylish, worth every penny",455,237,16
695,Adidas,student,"Adidas Not worth the money, totally dissatisfied",373,259,199
696,Samsung,student,"Samsung Absolutely love this brand, amazing quality and performance",141,221,83
697,Nike,developer,"Nike Worst purchase ever, would not recommend",369,215,78
698,Samsung,developer,"Samsung It's okay, average product nothing special",495,226,59
699,Apple,traveler,"Apple Absolutely love this brand, amazing quality and performance",807,72,157
700,Samsung,developer,"Samsung Decent experience, could be better",896,281,156
701,Apple,developer,"Apple Decent experience, could be better",71,269,62
702,Samsung,athlete,"Samsung Not worth the money, totally dissatisfied",927,138,70
703,Adidas,traveler,"Adidas It's okay, average product nothing special",516,69,93
704,Nike,student,"Nike Worst purchase ever, would not recommend",52,166,165
705,Nike,influencer,"Nike Decent experience, could be better",439,146,89
706,Nike,influencer,"Nike Worst purchase ever, would not recommend",982,17,150
707,Puma,influencer,"Puma Not worth the money, totally dissatisfied",493,300,29
708,Puma,traveler,"Puma It's okay, average product nothing special",709,138,92
709,Apple,influencer,"Apple Not bad, not great just fine",876,217,20
710,Adidas,developer,"Adidas Absolutely love this brand, amazing quality and performance",826,125,152
711,Samsung,traveler,"Samsung Great experience, highly recommend this product",149,32,116
712,Nike,developer,"Nike Not worth the money, totally dissatisfied",777,164,123
713,Adidas,developer,"Adidas Very disappointed, poor quality and bad experience",262,136,103
714,Apple,student,"Apple It's okay, average product nothing special",948,270,92
715,Apple,athlete,"Apple Super comfortable and stylish, worth every penny",437,17,139
716,Nike,traveler,"Nike Very disappointed, poor quality and bad experience",564,200,90
717,Adidas,developer,"Adidas Great experience, highly recommend this product",363,97,149
718,Nike,influencer,"Nike Very disappointed, poor quality and bad experience",720,268,183
719,Puma,student,"Puma Super comfortable and stylish, worth every penny",929,230,184
720,Nike,athlete,"Nike Decent experience, could be better",773,176,17
721,Apple,traveler,"Apple Absolutely love this brand, amazing quality and performance",644,45,116
722,Puma,developer,"Puma Great experience, highly recommend this product",356,222,39
723,Apple,influencer,"Apple Decent experience, could be better",278,147,42
724,Apple,influencer,"Apple Absolutely love this brand, amazing quality and performance",313,64,174
725,Adidas,developer,"Adidas Very disappointed, poor quality and bad experience",286,153,127
726,Apple,influencer,"Apple Worst purchase ever, would not recommend",99,103,65
727,Adidas,student,"Adidas Not bad, not great just fine",963,166,121
728,Samsung,influencer,"Samsung Worst purchase ever, would not recommend",502,99,91
729,Nike,developer,"Nike Decent experience, could be better",314,161,136
730,Samsung,athlete,"Samsung Great experience, highly recommend this product",694,154,39
731,Apple,athlete,"Apple It's okay, average product nothing special",413,244,134
732,Puma,athlete,"Puma Absolutely love this brand, amazing quality and performance",289,295,108
733,Adidas,developer,"Adidas Super comfortable and stylish, worth every penny",622,119,134
734,Apple,influencer,"Apple Worst purchase ever, would not recommend",806,32,190
735,Nike,influencer,"Nike Super comfortable and stylish, worth every penny",202,260,161
736,Nike,influencer,"Nike Not worth the money, totally dissatisfied",830,174,79
737,Nike,developer,"Nike Super comfortable and stylish, worth every penny",538,268,15
738,Nike,developer,"Nike Very disappointed, poor quality and bad experience",77,277,152
739,Apple,influencer,"Apple Decent experience, could be better",290,254,93
740,Nike,developer,"Nike It's okay, average product nothing special",258,175,109
741,Apple,athlete,"Apple It's okay, average product nothing special",68,118,162
742,Apple,athlete,"Apple Very disappointed, poor quality and bad experience",677,41,60
743,Adidas,traveler,"Adidas It's okay, average product nothing special",529,255,51
744,Nike,athlete,"Nike It's okay, average product nothing special",551,80,113
745,Apple,athlete,"Apple Not bad, not great just fine",402,206,173
746,Adidas,traveler,"Adidas Not worth the money, totally dissatisfied",366,208,17
747,Apple,developer,"Apple Great experience, highly recommend this product",961,194,106
748,Adidas,athlete,"Adidas Not bad, not great just fine",480,145,20
749,Adidas,traveler,"Adidas Not worth the money, totally dissatisfied",718,288,191
750,Nike,traveler,"Nike Absolutely love this brand, amazing quality and performance",432,138,8
751,Nike,athlete,"Nike Decent experience, could be better",335,48,145
752,Nike,student,"Nike Great experience, highly recommend this product",736,37,80
753,Apple,developer,"Apple Super comfortable and stylish, worth every penny",437,172,137
754,Apple,developer,"Apple Absolutely love this brand, amazing quality and performance",133,181,117
755,Samsung,developer,"Samsung Very disappointed, poor quality and bad experience",170,38,75
756,Nike,developer,"Nike Not worth the money, totally dissatisfied",132,276,172
757,Nike,developer,"Nike Not worth the money, totally dissatisfied",131,28,189
758,Samsung,athlete,"Samsung Not bad, not great just fine",453,205,141
759,Adidas,student,"Adidas Very disappointed, poor quality and bad experience",360,153,197
760,Adidas,student,"Adidas Very disappointed, poor quality and bad experience",570,119,135
761,Nike,student,"Nike Decent experience, could be better",126,293,59
762,Nike,student,"Nike Decent experience, could be better",644,145,187
763,Puma,student,"Puma Not bad, not great just fine",93,42,28
764,Nike,influencer,"Nike Great experience, highly recommend this product",917,44,169
765,Samsung,developer,"Samsung Very disappointed, poor quality and bad experience",424,186,120
766,Puma,student,"Puma Decent experience, could be better",170,44,173
767,Adidas,developer,"Adidas Absolutely love this brand, amazing quality and performance",173,251,119
768,Samsung,influencer,"Samsung It's okay, average product nothing special",939,63,124
769,Puma,traveler,"Puma Not bad, not great just fine",145,20,117
770,Samsung,developer,"Samsung Not bad, not great just fine",250,73,120
771,Puma,influencer,"Puma Great experience, highly recommend this product",734,287,103
772,Samsung,developer,"Samsung Not worth the money, totally dissatisfied",995,114,200
773,Samsung,athlete,"Samsung Absolutely love this brand, amazing quality and performance",291,86,60
774,Nike,influencer,"Nike Super comfortable and stylish, worth every penny",853,131,167
775,Adidas,developer,"Adidas Super comfortable and stylish, worth every penny",690,263,10
776,Puma,traveler,"Puma Decent experience, could be better",116,284,39
777,Samsung,influencer,"Samsung It's okay, average product nothing special",942,43,69
778,Apple,developer,"Apple Worst purchase ever, would not recommend",897,41,127
779,Nike,developer,"Nike Super comfortable and stylish, worth every penny",758,113,56
780,Nike,athlete,"Nike Very disappointed, poor quality and bad experience",848,80,112
781,Nike,athlete,"Nike It's okay, average product nothing special",378,222,200
782,Adidas,influencer,"Adidas Decent experience, could be better",364,103,31
783,Adidas,developer,"Adidas Absolutely love this brand, amazing quality and performance",891,45,25
784,Puma,developer,"Puma Decent experience, could be better",958,18,71
785,Apple,traveler,"Apple Decent experience, could be better",194,181,46
786,Apple,student,"Apple Worst purchase ever, would not recommend",549,156,185
787,Adidas,student,"Adidas Not bad, not great just fine",830,124,47
788,Samsung,influencer,"Samsung Absolutely love this brand, amazing quality and performance",764,154,171
789,Puma,student,"Puma Absolutely love this brand, amazing quality and performance",552,83,84
790,Nike,developer,"Nike Super comfortable and stylish, worth every penny",798,72,19
791,Samsung,traveler,"Samsung Super comfortable and stylish, worth every penny",440,33,99
792,Samsung,developer,"Samsung Not worth the money, totally dissatisfied",356,45,90
793,Nike,athlete,"Nike Very disappointed, poor quality and bad experience",141,246,23
794,Apple,student,"Apple Absolutely love this brand, amazing quality and performance",777,158,92
795,Nike,traveler,"Nike Very disappointed, poor quality and bad experience",871,105,25
796,Apple,traveler,"Apple Absolutely love this brand, amazing quality and performance",639,271,148
797,Puma,athlete,"Puma Super comfortable and stylish, worth every penny",685,300,197
798,Nike,developer,"Nike Worst purchase ever, would not recommend",274,49,44
799,Puma,influencer,"Puma Very disappointed, poor quality and bad experience",306,277,20
800,Puma,influencer,"Puma Not worth the money, totally dissatisfied",962,109,173
801,Puma,developer,"Puma Not worth the money, totally dissatisfied",799,102,150
802,Samsung,student,"Samsung Worst purchase ever, would not recommend",290,245,185
803,Samsung,student,"Samsung Not worth the money, totally dissatisfied",373,203,8
804,Samsung,developer,"Samsung Not worth the money, totally dissatisfied",948,295,121
805,Samsung,athlete,"Samsung Decent experience, could be better",581,42,17
806,Nike,student,"Nike Not bad, not great just fine",751,120,22
807,Apple,student,"Apple Not bad, not great just fine",334,36,77
808,Apple,influencer,"Apple Decent experience, could be better",413,279,172
809,Adidas,student,"Adidas Not worth the money, totally dissatisfied",89,160,189
810,Nike,student,"Nike Super comfortable and stylish, worth every penny",747,33,63
811,Samsung,athlete,"Samsung Worst purchase ever, would not recommend",505,142,187
812,Apple,student,"Apple Worst purchase ever, would not recommend",191,42,191
813,Adidas,athlete,"Adidas Not bad, not great just fine",502,282,69
814,Puma,traveler,"Puma Absolutely love this brand, amazing quality and performance",859,81,83
815,Adidas,student,"Adidas Decent experience, could be better",526,198,81
816,Samsung,traveler,"Samsung Not worth the money, totally dissatisfied",107,139,129
817,Apple,athlete,"Apple Worst purchase ever, would not recommend",455,85,75
818,Apple,developer,"Apple Not bad, not great just fine",214,222,14
819,Samsung,influencer,"Samsung Very disappointed, poor quality and bad experience",65,51,167
820,Adidas,developer,"Adidas Not bad, not great just fine",607,286,16
821,Adidas,influencer,"Adidas Not worth the money, totally dissatisfied",382,176,101
822,Nike,student,"Nike Super comfortable and stylish, worth every penny",564,130,170
823,Samsung,athlete,"Samsung Very disappointed, poor quality and bad experience",470,95,32
824,Adidas,traveler,"Adidas Very disappointed, poor quality and bad experience",320,270,45
825,Adidas,athlete,"Adidas Not bad, not great just fine",64,276,139
826,Nike,influencer,"Nike Not worth the money, totally dissatisfied",769,31,179
827,Apple,traveler,"Apple Absolutely love this brand, amazing quality and performance",715,156,199
828,Apple,traveler,"Apple Not worth the money, totally dissatisfied",791,92,118
829,Nike,developer,"Nike Worst purchase ever, would not recommend",192,13,170
830,Adidas,student,"Adidas Decent experience, could be better",866,63,14
831,Adidas,student,"Adidas It's okay, average product nothing special",752,131,97
832,Nike,developer,"Nike Very disappointed, poor quality and bad experience",270,210,159
833,Adidas,influencer,"Adidas Super comfortable and stylish, worth every penny",582,201,22
834,Samsung,influencer,"Samsung Absolutely love this brand, amazing quality and performance",53,262,41
835,Nike,developer,"Nike Great experience, highly recommend this product",700,189,45
836,Samsung,student,"Samsung Not worth the money, totally dissatisfied",380,274,88
837,Apple,student,"Apple Very disappointed, poor quality and bad experience",235,259,79
838,Puma,athlete,"Puma Worst purchase ever, would not recommend",576,50,58
839,Samsung,traveler,"Samsung Not worth the money, totally dissatisfied",774,153,134
840,Apple,developer,"Apple Very disappointed, poor quality and bad experience",80,182,79
841,Apple,student,"Apple Not bad, not great just fine",246,88,15
842,Adidas,athlete,"Adidas It's okay, average product nothing special",782,64,181
843,Adidas,traveler,"Adidas Worst purchase ever, would not recommend",881,116,182
844,Puma,influencer,"Puma Not worth the money, totally dissatisfied",671,299,172
845,Apple,athlete,"Apple Very disappointed, poor quality and bad experience",148,35,159
846,Nike,influencer,"Nike Decent experience, could be better",795,171,60
847,Puma,traveler,"Puma Great experience, highly recommend this product",325,70,99
848,Apple,student,"Apple Very disappointed, poor quality and bad experience",190,27,199
849,Adidas,traveler,"Adidas It's okay, average product nothing special",965,212,35
850,Apple,student,"Apple Great experience, highly recommend this product",870,160,161
851,Apple,student,"Apple Not worth the money, totally dissatisfied",669,262,157
852,Puma,athlete,"Puma Worst purchase ever, would not recommend",816,288,7
853,Puma,athlete,"Puma Not worth the money, totally dissatisfied",391,96,179
854,Apple,athlete,"Apple It's okay, average product nothing special",852,137,45
855,Puma,athlete,"Puma Decent experience, could be better",787,43,53
856,Adidas,athlete,"Adidas Very disappointed, poor quality and bad experience",450,256,133
857,Nike,student,"Nike It's okay, average product nothing special",201,124,183
858,Nike,developer,"Nike Super comfortable and stylish, worth every penny",961,178,24
859,Nike,influencer,"Nike Decent experience, could be better",482,253,178
860,Adidas,athlete,"Adidas Great experience, highly recommend this product",849,51,190
861,Puma,influencer,"Puma Absolutely love this brand, amazing quality and performance",496,160,108
862,Puma,student,"Puma Great experience, highly recommend this product",840,265,161
863,Puma,athlete,"Puma Not worth the money, totally dissatisfied",431,172,105
864,Nike,influencer,"Nike Very disappointed, poor quality and bad experience",733,245,6
865,Puma,developer,"Puma Great experience, highly recommend this product",315,257,73
866,Samsung,student,"Samsung Absolutely love this brand, amazing quality and performance",573,282,148
867,Nike,influencer,"Nike Very disappointed, poor quality and bad experience",437,100,9
868,Nike,student,"Nike Very disappointed, poor quality and bad experience",539,267,98
869,Nike,influencer,"Nike Very disappointed, poor quality and bad experience",482,122,192
870,Nike,influencer,"Nike Worst purchase ever, would not recommend",672,161,10
871,Samsung,influencer,"Samsung Very disappointed, poor quality and bad experience",429,172,28
872,Puma,athlete,"Puma It's okay, average product nothing special",845,300,22
873,Samsung,influencer,"Samsung Worst purchase ever, would not recommend",207,289,34
874,Samsung,influencer,"Samsung Great experience, highly recommend this product",303,294,45
875,Puma,traveler,"Puma Great experience, highly recommend this product",553,216,133
876,Apple,athlete,"Apple Worst purchase ever, would not recommend",887,236,194
877,Apple,influencer,"Apple Absolutely love this brand, amazing quality and performance",884,182,88
878,Apple,athlete,"Apple Super comfortable and stylish, worth every penny",680,12,14
879,Apple,traveler,"Apple Decent experience, could be better",488,108,146
880,Adidas,student,"Adidas Not worth the money, totally dissatisfied",840,241,96
881,Puma,traveler,"Puma Not bad, not great just fine",923,135,123
882,Samsung,influencer,"Samsung Worst purchase ever, would not recommend",223,271,102
883,Apple,student,"Apple Super comfortable and stylish, worth every penny",143,249,75
884,Apple,traveler,"Apple It's okay, average product nothing special",359,23,144
885,Samsung,student,"Samsung Very disappointed, poor quality and bad experience",792,88,35
886,Samsung,influencer,"Samsung Super comfortable and stylish, worth every penny",171,58,33
887,Puma,traveler,"Puma Very disappointed, poor quality and bad experience",98,98,49
888,Nike,athlete,"Nike Great experience, highly recommend this product",702,87,53
889,Adidas,influencer,"Adidas Very disappointed, poor quality and bad experience",875,276,175
890,Adidas,traveler,"Adidas Great experience, highly recommend this product",305,30,103
891,Adidas,developer,"Adidas Worst purchase ever, would not recommend",518,22,193
892,Apple,student,"Apple Very disappointed, poor quality and bad experience",170,39,59
893,Puma,athlete,"Puma Very disappointed, poor quality and bad experience",854,119,73
894,Puma,developer,"Puma Great experience, highly recommend this product",930,78,81
895,Apple,developer,"Apple Very disappointed, poor quality and bad experience",125,60,148
896,Adidas,athlete,"Adidas Decent experience, could be better",185,251,30
897,Samsung,athlete,"Samsung Great experience, highly recommend this product",81,265,8
898,Apple,developer,"Apple Worst purchase ever, would not recommend",805,38,86
899,Puma,developer,"Puma Absolutely love this brand, amazing quality and performance",531,281,171
900,Adidas,influencer,"Adidas Worst purchase ever, would not recommend",751,171,97
901,Adidas,developer,"Adidas Not bad, not great just fine",786,286,139
902,Nike,traveler,"Nike Not worth the money, totally dissatisfied",109,108,124
903,Nike,athlete,"Nike Worst purchase ever, would not recommend",406,32,59
904,Samsung,traveler,"Samsung It's okay, average product nothing special",931,68,57
905,Puma,traveler,"Puma Absolutely love this brand, amazing quality and performance",622,112,57
906,Samsung,traveler,"Samsung Not worth the money, totally dissatisfied",757,167,123
907,Nike,traveler,"Nike Very disappointed, poor quality and bad experience",940,133,15
908,Apple,traveler,"Apple Decent experience, could be better",297,281,48
909,Puma,developer,"Puma Decent experience, could be better",530,209,135
910,Nike,student,"Nike Super comfortable and stylish, worth every penny",697,210,187
911,Nike,athlete,"Nike Great experience, highly recommend this product",147,33,94
912,Apple,influencer,"Apple Very disappointed, poor quality and bad experience",56,103,68
913,Nike,traveler,"Nike Absolutely love this brand, amazing quality and performance",245,281,140
914,Puma,traveler,"Puma Great experience, highly recommend this product",512,105,70
915,Samsung,athlete,"Samsung Super comfortable and stylish, worth every penny",272,190,190
916,Samsung,developer,"Samsung Absolutely love this brand, amazing quality and performance",523,154,160
917,Adidas,traveler,"Adidas Super comfortable and stylish, worth every penny",643,19,56
918,Apple,influencer,"Apple Decent experience, could be better",360,232,196
919,Nike,influencer,"Nike Great experience, highly recommend this product",866,125,77
920,Adidas,developer,"Adidas It's okay, average product nothing special",280,283,167
921,Puma,athlete,"Puma Great experience, highly recommend this product",472,266,42
922,Apple,developer,"Apple Super comfortable and stylish, worth every penny",78,234,170
923,Puma,developer,"Puma Not worth the money, totally dissatisfied",488,254,129
924,Nike,influencer,"Nike Worst purchase ever, would not recommend",120,144,123
925,Apple,traveler,"Apple Absolutely love this brand, amazing quality and performance",930,167,54
926,Samsung,influencer,"Samsung Very disappointed, poor quality and bad experience",92,40,49
927,Apple,traveler,"Apple Worst purchase ever, would not recommend",965,282,125
928,Puma,athlete,"Puma Super comfortable and stylish, worth every penny",863,291,175
929,Adidas,traveler,"Adidas Not bad, not great just fine",587,94,19
930,Nike,student,"Nike Very disappointed, poor quality and bad experience",454,59,165
931,Samsung,developer,"Samsung Decent experience, could be better",287,145,115
932,Apple,traveler,"Apple Decent experience, could be better",881,129,154
933,Samsung,developer,"Samsung Absolutely love this brand, amazing quality and performance",789,55,140
934,Samsung,athlete,"Samsung Great experience, highly recommend this product",560,130,185
935,Nike,athlete,"Nike Not bad, not great just fine",784,292,116
936,Samsung,traveler,"Samsung Super comfortable and stylish, worth every penny",186,49,21
937,Adidas,student,"Adidas It's okay, average product nothing special",354,251,85
938,Apple,developer,"Apple Worst purchase ever, would not recommend",491,200,54
939,Nike,athlete,"Nike Worst purchase ever, would not recommend",616,151,59
940,Adidas,student,"Adidas Super comfortable and stylish, worth every penny",321,59,32
941,Apple,developer,"Apple Absolutely love this brand, amazing quality and performance",322,20,53
942,Samsung,traveler,"Samsung Very disappointed, poor quality and bad experience",489,123,118
943,Samsung,influencer,"Samsung Absolutely love this brand, amazing quality and performance",730,138,129
944,Samsung,traveler,"Samsung Not bad, not great just fine",78,253,12
945,Samsung,developer,"Samsung Not worth the money, totally dissatisfied",208,295,36
946,Adidas,traveler,"Adidas It's okay, average product nothing special",859,111,176
947,Nike,developer,"Nike Super comfortable and stylish, worth every penny",393,57,168
948,Apple,student,"Apple Great experience, highly recommend this product",108,184,31
949,Apple,influencer,"Apple Very disappointed, poor quality and bad experience",401,57,39
950,Puma,traveler,"Puma Worst purchase ever, would not recommend",218,149,104
951,Nike,developer,"Nike Absolutely love this brand, amazing quality and performance",477,221,24
952,Samsung,traveler,"Samsung Very disappointed, poor quality and bad experience",310,277,11
953,Apple,influencer,"Apple It's okay, average product nothing special",740,145,175
954,Nike,athlete,"Nike Worst purchase ever, would not recommend",819,39,107
955,Adidas,influencer,"Adidas Worst purchase ever, would not recommend",525,181,128
956,Samsung,traveler,"Samsung Great experience, highly recommend this product",358,224,26
957,Puma,traveler,"Puma Not bad, not great just fine",463,245,93
958,Apple,traveler,"Apple Absolutely love this brand, amazing quality and performance",747,126,119
959,Samsung,influencer,"Samsung Very disappointed, poor quality and bad experience",652,194,82
960,Nike,influencer,"Nike Great experience, highly recommend this product",916,139,132
961,Apple,developer,"Apple It's okay, average product nothing special",537,141,166
962,Nike,influencer,"Nike Absolutely love this brand, amazing quality and performance",262,86,37
963,Nike,student,"Nike Not worth the money, totally dissatisfied",646,139,151
964,Puma,traveler,"Puma Decent experience, could be better",299,175,144
965,Samsung,athlete,"Samsung Not worth the money, totally dissatisfied",477,52,162
966,Nike,developer,"Nike It's okay, average product nothing special",803,228,79
967,Adidas,developer,"Adidas Not bad, not great just fine",180,266,143
968,Apple,student,"Apple Worst purchase ever, would not recommend",998,186,102
969,Samsung,traveler,"Samsung Very disappointed, poor quality and bad experience",357,89,149
970,Samsung,athlete,"Samsung Absolutely love this brand, amazing quality and performance",183,169,150
971,Puma,traveler,"Puma It's okay, average product nothing special",330,270,139
972,Nike,traveler,"Nike Not worth the money, totally dissatisfied",263,15,138
973,Nike,traveler,"Nike Very disappointed, poor quality and bad experience",298,21,47
974,Nike,influencer,"Nike Absolutely love this brand, amazing quality and performance",522,257,126
975,Adidas,influencer,"Adidas Very disappointed, poor quality and bad experience",662,95,191
976,Nike,athlete,"Nike Super comfortable and stylish, worth every penny",230,119,119
977,Nike,developer,"Nike Decent experience, could be better",638,201,64
978,Apple,influencer,"Apple Decent experience, could be better",844,167,74
979,Puma,traveler,"Puma It's okay, average product nothing special",611,196,130
980,Puma,influencer,"Puma Not bad, not great just fine",241,21,149
981,Apple,influencer,"Apple Not worth the money, totally dissatisfied",895,56,25
982,Apple,influencer,"Apple It's okay, average product nothing special",500,87,137
983,Nike,student,"Nike Decent experience, could be better",424,265,153
984,Apple,developer,"Apple Great experience, highly recommend this product",444,240,79
985,Puma,traveler,"Puma Worst purchase ever, would not recommend",363,101,105
986,Samsung,athlete,"Samsung Worst purchase ever, would not recommend",811,181,95
987,Nike,influencer,"Nike Great experience, highly recommend this product",901,117,198
988,Apple,athlete,"Apple Not worth the money, totally dissatisfied",728,294,59
989,Nike,influencer,"Nike Great experience, highly recommend this product",572,102,86
990,Nike,athlete,"Nike Not worth the money, totally dissatisfied",618,236,72
991,Apple,influencer,"Apple Absolutely love this brand, amazing quality and performance",621,21,56
992,Apple,athlete,"Apple It's okay, average product nothing special",952,186,163
993,Samsung,athlete,"Samsung Great experience, highly recommend this product",414,197,62
994,Nike,athlete,"Nike Worst purchase ever, would not recommend",496,91,16
995,Samsung,traveler,"Samsung Super comfortable and stylish, worth every penny",727,289,65
996,Samsung,athlete,"Samsung Absolutely love this brand, amazing quality and performance",736,138,85
997,Apple,student,"Apple Great experience, highly recommend this product",664,125,194
998,Apple,athlete,"Apple Very disappointed, poor quality and bad experience",993,132,152
999,Nike,student,"Nike Decent experience, could be better",574,218,186
1000,Apple,influencer,"Apple Great experience, highly recommend this product",922,88,169
1001,Apple,athlete,"Apple Not worth the money, totally dissatisfied",559,233,103
1002,Samsung,student,"Samsung It's okay, average product nothing special",760,168,118
1003,Apple,student,"Apple Very disappointed, poor quality and bad experience",749,266,40
1004,Puma,athlete,"Puma Not bad, not great just fine",774,196,57
1005,Samsung,student,"Samsung Not worth the money, totally dissatisfied",671,219,110
1006,Adidas,student,"Adidas Worst purchase ever, would not recommend",622,128,159
1007,Nike,developer,"Nike Very disappointed, poor quality and bad experience",148,83,34
1008,Puma,traveler,"Puma Decent experience, could be better",908,93,163
1009,Adidas,traveler,"Adidas Absolutely love this brand, amazing quality and performance",918,17,113
1010,Apple,developer,"Apple Very disappointed, poor quality and bad experience",510,61,91
1011,Samsung,athlete,"Samsung Absolutely love this brand, amazing quality and performance",582,253,23
1012,Adidas,traveler,"Adidas Great experience, highly recommend this product",308,168,79
1013,Adidas,developer,"Adidas Worst purchase ever, would not recommend",863,186,20
1014,Puma,athlete,"Puma Absolutely love this brand, amazing quality and performance",302,58,45
1015,Puma,traveler,"Puma Very disappointed, poor quality and bad experience",655,164,40
1016,Adidas,athlete,"Adidas Not worth the money, totally dissatisfied",614,38,95
1017,Samsung,developer,"Samsung Super comfortable and stylish, worth every penny",656,195,183
1018,Apple,student,"Apple Worst purchase ever, would not recommend",975,28,51
1019,Adidas,athlete,"Adidas Absolutely love this brand, amazing quality and performance",68,207,54
1020,Puma,traveler,"Puma Absolutely love this brand, amazing quality and performance",787,137,72
1021,Puma,athlete,"Puma Decent experience, could be better",524,62,11
1022,Puma,student,"Puma Decent experience, could be better",746,81,174
1023,Nike,influencer,"Nike Great experience, highly recommend this product",485,292,9
1024,Puma,traveler,"Puma Super comfortable and stylish, worth every penny",59,49,31
1025,Puma,influencer,"Puma It's okay, average product nothing special",257,139,68
1026,Samsung,influencer,"Samsung Not worth the money, totally dissatisfied",115,209,15
1027,Apple,influencer,"Apple Not worth the money, totally dissatisfied",873,264,41
1028,Puma,developer,"Puma Not bad, not great just fine",381,182,82
1029,Nike,student,"Nike Super comfortable and stylish, worth every penny",258,153,84
1030,Puma,developer,"Puma It's okay, average product nothing special",225,19,107
1031,Apple,developer,"Apple Worst purchase ever, would not recommend",982,57,11
1032,Samsung,student,"Samsung Not worth the money, totally dissatisfied",944,91,167
1033,Nike,influencer,"Nike Absolutely love this brand, amazing quality and performance",846,187,193
1034,Puma,traveler,"Puma Worst purchase ever, would not recommend",252,253,27
1035,Apple,athlete,"Apple Not worth the money, totally dissatisfied",85,44,87
1036,Nike,influencer,"Nike Not worth the money, totally dissatisfied",623,106,68
1037,Samsung,traveler,"Samsung Not worth the money, totally dissatisfied",184,96,98
1038,Puma,traveler,"Puma Not worth the money, totally dissatisfied",559,208,47
1039,Apple,athlete,"Apple Worst purchase ever, would not recommend",887,150,162
1040,Apple,student,"Apple It's okay, average product nothing special",663,188,16
1041,Nike,traveler,"Nike It's okay, average product nothing special",337,188,129
1042,Samsung,traveler,"Samsung Not bad, not great just fine",862,192,147
1043,Adidas,influencer,"Adidas Great experience, highly recommend this product",486,15,145
1044,Adidas,traveler,"Adidas Decent experience, could be better",110,127,21
1045,Samsung,student,"Samsung Great experience, highly recommend this product",550,181,60
1046,Samsung,traveler,"Samsung Very disappointed, poor quality and bad experience",922,24,54
1047,Samsung,athlete,"Samsung Great experience, highly recommend this product",437,68,57
1048,Samsung,influencer,"Samsung Worst purchase ever, would not recommend",858,193,101
1049,Samsung,student,"Samsung Very disappointed, poor quality and bad experience",993,77,18
1050,Nike,traveler,"Nike Absolutely love this brand, amazing quality and performance",137,166,135
1051,Apple,athlete,"Apple Very disappointed, poor quality and bad experience",950,186,68
1052,Puma,influencer,"Puma Super comfortable and stylish, worth every penny",843,112,64
1053,Adidas,influencer,"Adidas Great experience, highly recommend this product",879,22,86
1054,Apple,traveler,"Apple Worst purchase ever, would not recommend",461,53,21
1055,Apple,athlete,"Apple Absolutely love this brand, amazing quality and performance",462,217,74
1056,Puma,traveler,"Puma Worst purchase ever, would not recommend",413,85,103
1057,Adidas,traveler,"Adidas Not worth the money, totally dissatisfied",695,250,31
1058,Samsung,student,"Samsung Very disappointed, poor quality and bad experience",70,242,26
1059,Apple,traveler,"Apple Not bad, not great just fine",489,133,10
1060,Samsung,traveler,"Samsung Worst purchase ever, would not recommend",837,195,189
1061,Adidas,student,"Adidas Worst purchase ever, would not recommend",602,96,168
1062,Puma,influencer,"Puma Not bad, not great just fine",415,279,41
1063,Apple,student,"Apple Great experience, highly recommend this product",427,249,32
1064,Samsung,developer,"Samsung It's okay, average product nothing special",951,212,171
1065,Apple,traveler,"Apple Very disappointed, poor quality and bad experience",580,250,142
1066,Adidas,developer,"Adidas Worst purchase ever, would not recommend",853,154,179
1067,Samsung,developer,"Samsung Super comfortable and stylish, worth every penny",388,57,195
1068,Adidas,traveler,"Adidas Not bad, not great just fine",840,114,49
1069,Adidas,athlete,"Adidas Worst purchase ever, would not recommend",950,152,103
1070,Samsung,athlete,"Samsung Absolutely love this brand, amazing quality and performance",912,185,154
1071,Nike,student,"Nike Decent experience, could be better",593,45,183
1072,Apple,traveler,"Apple It's okay, average product nothing special",600,293,159
