customer_id,age,city,category,purchase_amount,rating,discount
522,30,Chennai,Electronics,595.09,4.0,18.68
523,52,Bangalore,Sports,247.47,4.4,45.72
524,40,Mumbai,Clothing,3142.33,4.2,48.75
525,37,Delhi,Clothing,1142.03,4.6,28.64
526,28,Mumbai,Grocery,158.57,1.1,46.78
527,20,Bangalore,Grocery,3325.15,1.7,22.85
528,20,Mumbai,Clothing,1370.15,1.2,41.07
529,32,Mumbai,Clothing,4085.42,5.0,42.84
530,57,Bangalore,Sports,3325.59,4.6,31.26
531,21,Bangalore,Clothing,4698.25,2.6,33.22
532,25,Chennai,Sports,3676.32,4.4,20.44
533,38,Mumbai,Electronics,2601.64,4.5,8.64
534,20,Pune,Sports,2806.19,4.3,2.16
535,19,Pune,Clothing,3922.53,1.8,46.4
536,18,Delhi,Clothing,4863.28,2.3,36.18
537,35,Bangalore,Grocery,4308.09,1.5,20.78
538,36,Bangalore,Clothing,2122.35,3.8,36.01
539,26,Pune,Grocery,1346.82,4.1,12.94
540,47,Pune,Grocery,2944.31,3.8,38.07
541,49,Chennai,Clothing,3377.85,3.0,40.44
542,51,Mumbai,Sports,345.06,1.8,12.47
543,42,Mumbai,Clothing,3357.99,1.8,38.06
544,39,Delhi,Grocery,3119.41,1.6,21.31
545,53,Pune,Grocery,1767.15,4.2,44.0
546,36,Chennai,Sports,3708.33,2.0,48.0
547,48,Chennai,Sports,2098.53,1.8,40.32
548,57,Pune,Clothing,4486.9,3.2,21.44
549,18,Pune,Electronics,3009.25,2.9,25.9
550,46,Delhi,Sports,1893.52,2.6,47.67
551,40,Chennai,Sports,1202.35,3.2,27.33
552,42,Bangalore,Grocery,3483.6,4.6,29.33
553,24,Chennai,Electronics,2650.09,2.7,5.52
554,48,Bangalore,Electronics,1776.34,2.8,44.22
555,37,Mumbai,Grocery,2348.56,2.0,49.29
556,46,Pune,Electronics,1636.72,4.0,10.54
557,35,Delhi,Electronics,2865.32,1.0,10.06
558,34,Chennai,Clothing,1835.38,2.1,26.02
559,43,Pune,Sports,255.13,3.6,10.28
560,23,Chennai,Clothing,704.28,2.5,16.96
561,36,Delhi,Electronics,2650.03,2.4,7.8
562,52,Mumbai,Electronics,1535.11,4.8,9.23
563,31,Bangalore,Clothing,1641.76,1.5,9.71
564,25,Delhi,Electronics,4983.04,4.0,38.2
565,54,Chennai,Electronics,878.69,3.6,34.9
566,57,Chennai,Clothing,1830.5,1.5,43.27
567,47,Bangalore,Grocery,462.08,5.0,0.87
568,37,Chennai,Sports,3061.26,3.9,39.25
569,51,Pune,Clothing,693.39,1.4,12.26
570,49,Chennai,Clothing,691.92,2.6,31.62
571,20,Mumbai,Clothing,339.29,2.2,15.0
572,45,Delhi,Grocery,3761.27,4.0,15.86
573,51,Pune,Sports,2242.92,4.2,32.06
574,37,Pune,Grocery,909.16,4.7,29.45
575,50,Bangalore,Sports,491.55,1.7,12.46
576,37,Delhi,Electronics,3269.89,4.7,21.54
577,56,Mumbai,Electronics,1810.9,2.6,43.86
578,45,Pune,Electronics,4698.85,3.4,15.31
579,43,Mumbai,Grocery,226.08,4.2,37.42
580,47,Mumbai,Clothing,4558.78,1.0,49.98
581,41,Bangalore,Clothing,419.86,4.3,29.47
582,35,Mumbai,Electronics,2102.7,1.7,1.88
583,35,Mumbai,Grocery,1035.67,5.0,33.75
584,23,Delhi,Clothing,1910.33,3.0,43.99
585,24,Chennai,Grocery,836.77,2.9,45.4
586,40,Bangalore,Grocery,4425.65,2.7,24.37
587,42,Mumbai,Clothing,4434.99,2.8,8.45
588,24,Delhi,Grocery,2009.2,1.6,5.96
589,44,Delhi,Grocery,2206.79,4.5,10.55
590,58,Mumbai,Grocery,1325.69,1.5,22.77
591,35,Mumbai,Sports,1879.5,2.0,33.86
592,50,Mumbai,Sports,4251.37,1.5,2.1
593,47,Bangalore,Clothing,141.52,2.3,1.72
594,42,Pune,Clothing,4551.06,3.6,18.09
595,47,Delhi,Electronics,971.9,1.2,46.35
596,51,Mumbai,Clothing,1022.71,4.0,24.16
597,57,Pune,Grocery,4338.11,3.4,16.59
598,50,Delhi,Electronics,1141.19,1.1,11.0
599,32,Pune,Electronics,1051.49,1.9,34.03
600,18,Pune,Grocery,181.69,5.0,16.35
601,40,Chennai,Clothing,2600.87,2.3,7.36
602,51,Bangalore,Sports,1400.24,4.3,11.23
603,26,Mumbai,Sports,2789.88,2.7,20.64
604,34,Mumbai,Clothing,3415.41,1.6,7.69
605,40,Pune,Grocery,1107.93,2.9,31.44
606,38,Pune,Electronics,2846.73,4.2,48.2
607,51,Delhi,Grocery,1794.08,1.8,33.51
608,23,Delhi,Grocery,1824.23,3.3,26.76
609,53,Bangalore,Sports,1103.79,3.2,7.43
610,27,Mumbai,Electronics,2127.97,1.2,45.52
611,53,Pune,Sports,3930.69,2.8,26.22
612,30,Bangalore,Electronics,4993.56,4.8,26.92
613,49,Delhi,Electronics,3873.15,3.5,42.01
614,35,Pune,Grocery,3010.2,1.9,14.19
615,20,Mumbai,Grocery,4596.74,4.2,19.72
616,18,Pune,Grocery,1984.06,4.9,31.42
617,58,Chennai,Sports,2639.57,4.7,9.59
618,36,Bangalore,Clothing,890.13,2.9,26.51
619,26,Delhi,Grocery,2756.98,1.9,46.28
620,25,Pune,Clothing,2333.61,1.8,7.41
621,43,Mumbai,Grocery,4061.19,2.5,32.23
622,19,Mumbai,Electronics,2174.94,4.0,42.23
623,49,Pune,Electronics,4896.17,1.3,46.23
624,53,Bangalore,Sports,1580.86,3.6,12.06
625,23,Mumbai,Grocery,3199.3,1.8,15.34
626,25,Delhi,Grocery,3664.94,3.0,42.42
627,24,Bangalore,Grocery,2105.36,4.3,33.03
628,51,Pune,Clothing,4833.46,2.8,28.76
629,33,Bangalore,Clothing,4499.23,1.1,32.6
630,60,Delhi,Sports,4359.68,3.1,1.91
631,42,Delhi,Electronics,4224.0,2.0,44.27
632,33,Mumbai,Electronics,4665.98,2.5,10.18
633,52,Bangalore,Sports,3273.44,1.8,41.07
634,50,Delhi,Electronics,1172.0,2.0,35.9
635,22,Mumbai,Clothing,4352.35,1.0,11.06
636,40,Mumbai,Grocery,1533.26,2.7,22.91
637,21,Delhi,Sports,4996.59,2.1,28.86
638,53,Bangalore,Clothing,2054.63,1.6,24.39
639,56,Chennai,Sports,1550.81,4.1,34.02
640,24,Pune,Electronics,3534.6,2.9,24.2
641,58,Delhi,Sports,999.05,1.3,25.44
642,54,Chennai,Sports,4560.91,2.0,31.89
643,57,Bangalore,Electronics,4428.68,2.4,28.68
644,39,Delhi,Electronics,4498.92,3.0,33.47
645,60,Delhi,Sports,1881.33,3.5,8.59
646,19,Chennai,Sports,4611.23,2.3,44.96
647,49,Bangalore,Electronics,3700.27,5.0,4.73
648,20,Mumbai,Grocery,3767.94,1.9,1.63
649,19,Bangalore,Clothing,146.51,3.3,25.72
650,34,Chennai,Clothing,2647.16,3.0,10.3
651,30,Bangalore,Sports,2931.94,4.9,41.69
652,26,Bangalore,Sports,3539.76,2.5,6.12
653,21,Mumbai,Electronics,4328.43,3.1,49.8
654,25,Chennai,Sports,1353.06,3.6,46.26
655,58,Mumbai,Sports,1715.98,1.0,25.73
656,33,Mumbai,Electronics,3872.24,3.7,10.53
657,47,Pune,Sports,2810.87,2.8,25.54
658,54,Mumbai,Grocery,3214.83,2.5,18.65
659,49,Chennai,Clothing,411.64,4.9,4.83
660,32,Mumbai,Grocery,4158.58,2.6,39.79
661,46,Pune,Grocery,4041.1,2.4,36.96
662,53,Bangalore,Electronics,2477.16,1.9,5.88
663,53,Bangalore,Sports,3593.55,5.0,5.9
664,23,Mumbai,Electronics,474.44,2.1,25.04
665,58,Chennai,Electronics,3416.96,2.0,31.22
666,58,Pune,Sports,2682.39,3.3,30.08
667,55,Bangalore,Clothing,1164.45,2.1,19.98
668,31,Pune,Clothing,4712.63,4.8,20.84
669,52,Delhi,Clothing,3221.55,3.7,41.45
670,50,Mumbai,Electronics,149.49,4.1,43.03
671,29,Bangalore,Electronics,1959.65,4.6,13.83
672,26,Mumbai,Sports,1892.92,1.2,29.32
673,31,Bangalore,Sports,3614.49,2.0,17.1
674,57,Chennai,Sports,298.0,3.4,44.24
675,40,Bangalore,Clothing,3066.1,3.0,2.59
676,44,Mumbai,Grocery,4686.76,1.7,12.49
677,45,Bangalore,Sports,3090.82,4.5,12.21
678,49,Delhi,Sports,4929.1,1.7,28.8
679,41,Mumbai,Sports,3363.0,4.5,17.02
680,57,Delhi,Clothing,606.73,2.3,17.49
681,31,Bangalore,Clothing,935.46,4.9,26.38
682,33,Mumbai,Sports,3042.89,4.0,22.34
683,48,Delhi,Grocery,1458.53,4.7,25.2
684,29,Bangalore,Clothing,2945.39,2.0,0.21
685,50,Delhi,Electronics,3281.02,1.5,39.76
686,36,Bangalore,Electronics,1470.87,2.6,48.4
687,28,Mumbai,Sports,3349.76,3.2,14.45
688,46,Delhi,Sports,2654.06,2.1,37.33
689,37,Bangalore,Grocery,4748.68,1.9,5.54
690,56,Pune,Clothing,3807.61,4.4,37.35
691,45,Bangalore,Clothing,1643.38,4.8,22.84
692,40,Bangalore,Grocery,1768.84,4.3,26.92
693,43,Chennai,Grocery,1695.78,1.9,29.99
694,24,Mumbai,Electronics,1149.51,3.5,5.64
695,60,Mumbai,Electronics,3024.74,3.6,38.64
696,18,Mumbai,Clothing,4884.35,2.8,37.88
697,26,Chennai,Clothing,3117.65,1.5,16.87
698,22,Mumbai,Electronics,1109.74,2.3,34.6
699,20,Chennai,Sports,4937.34,4.3,6.57
700,60,Bangalore,Sports,4971.48,2.3,11.99
701,18,Bangalore,Clothing,2506.35,2.4,16.65
702,39,Chennai,Clothing,1950.28,2.3,9.59
703,27,Pune,Grocery,1520.73,2.6,49.71
704,34,Pune,Sports,2743.04,4.7,12.95
705,21,Bangalore,Grocery,370.3,1.1,39.51
706,57,Mumbai,Clothing,3159.37,3.3,21.16
707,38,Pune,Clothing,4595.19,4.8,35.41
708,60,Delhi,Sports,3416.89,2.9,29.76
709,54,Chennai,Electronics,3554.56,3.0,38.71
710,56,Delhi,Grocery,3198.23,3.7,1.87
711,60,Pune,Sports,1694.18,2.5,3.2
712,46,Pune,Sports,4076.24,2.9,47.44
713,46,Chennai,Clothing,3924.05,2.0,2.01
714,32,Chennai,Grocery,2610.31,3.2,47.9
715,58,Bangalore,Electronics,283.67,1.9,4.43
716,29,Pune,Clothing,4700.07,1.1,22.91
717,59,Bangalore,Sports,454.48,3.1,10.16
718,34,Pune,Electronics,1252.93,2.4,26.25
719,26,Pune,Electronics,4307.59,2.7,12.4
720,34,Bangalore,Sports,1792.9,3.7,33.19
721,21,Pune,Electronics,358.39,4.8,32.94
722,21,Chennai,Clothing,3232.77,2.0,27.96
723,19,Pune,Electronics,3368.37,4.5,28.91
724,54,Chennai,Clothing,1260.47,3.4,47.3
725,60,Bangalore,Sports,4901.26,4.4,29.44
726,40,Chennai,Electronics,1622.73,1.5,16.12
727,42,Mumbai,Clothing,2681.45,4.4,34.59
728,50,Delhi,Electronics,2024.66,2.5,8.34
729,41,Pune,Sports,4718.97,1.3,16.95
730,48,Delhi,Sports,1885.96,4.0,6.76
731,19,Delhi,Grocery,3267.34,1.6,28.34
732,26,Delhi,Grocery,429.11,2.3,8.13
733,26,Bangalore,Grocery,3438.95,4.3,16.26
734,60,Mumbai,Grocery,3620.91,1.8,46.18
735,21,Mumbai,Grocery,842.64,2.4,49.18
736,21,Bangalore,Electronics,4759.08,3.4,34.07
737,44,Pune,Electronics,1453.06,2.4,40.1
738,59,Pune,Sports,721.72,3.4,40.6
739,39,Chennai,Sports,2526.5,3.2,10.6
740,45,Bangalore,Clothing,4100.44,2.1,24.09
741,29,Bangalore,Electronics,3469.8,1.7,27.05
742,60,Bangalore,Grocery,3836.76,4.6,13.89
743,24,Bangalore,Clothing,1159.71,4.1,2.62
744,41,Mumbai,Electronics,3153.64,2.9,17.95
745,49,Delhi,Grocery,4190.06,3.9,23.28
746,58,Delhi,Clothing,2182.1,2.2,21.4
747,45,Mumbai,Grocery,2887.98,2.8,22.02
748,24,Bangalore,Clothing,2861.07,1.4,4.48
749,60,Delhi,Electronics,1152.69,4.1,37.52
750,32,Chennai,Clothing,1160.56,1.9,38.62
751,48,Mumbai,Grocery,3616.61,2.9,18.18
752,45,Mumbai,Electronics,3004.89,4.6,30.44
753,35,Mumbai,Grocery,2449.03,3.9,11.96
754,48,Mumbai,Electronics,2199.56,3.3,4.76
755,39,Bangalore,Sports,2541.89,3.9,28.74
756,57,Bangalore,Sports,316.68,4.2,47.03
757,22,Delhi,Grocery,4396.67,3.6,39.4
758,39,Bangalore,Electronics,740.78,1.0,32.94
759,18,Chennai,Grocery,3587.09,3.1,16.51
760,34,Chennai,Grocery,2168.34,4.1,1.48
761,47,Mumbai,Electronics,4534.6,3.0,23.56
762,25,Delhi,Grocery,3862.37,4.6,45.28
763,20,Chennai,Sports,1472.33,1.0,11.36
764,27,Chennai,Electronics,1023.52,2.1,48.51
765,52,Pune,Electronics,3795.36,1.4,0.07
766,29,Mumbai,Sports,4739.76,2.6,18.87
767,32,Chennai,Clothing,2648.83,4.3,36.09
768,38,Pune,Grocery,1901.17,3.2,26.03
769,38,Pune,Sports,1647.41,2.2,26.3
770,40,Mumbai,Sports,4042.82,4.1,21.85
771,37,Delhi,Clothing,395.48,2.9,39.16
772,53,Pune,Sports,1599.5,1.6,25.46
773,18,Bangalore,Sports,2511.42,2.8,34.11
774,26,Delhi,Sports,4862.67,1.3,24.12
775,53,Delhi,Sports,2379.75,2.9,34.38
776,36,Mumbai,Electronics,3371.15,2.8,21.85
777,29,Pune,Sports,1236.63,4.5,38.92
778,31,Chennai,Electronics,1366.61,1.5,43.39
779,37,Mumbai,Grocery,3499.55,2.2,27.68
780,31,Chennai,Grocery,3111.51,2.5,25.39
781,30,Pune,Clothing,1129.27,1.5,8.8
782,20,Bangalore,Grocery,2144.68,2.7,46.58
783,35,Mumbai,Grocery,4269.95,2.6,19.37
784,44,Delhi,Sports,1882.38,4.4,30.86
785,50,Chennai,Grocery,2094.39,3.2,3.69
786,40,Bangalore,Electronics,4125.84,3.7,40.83
787,41,Pune,Electronics,2037.79,3.1,8.07
788,29,Bangalore,Clothing,1933.07,4.9,23.95
789,21,Chennai,Electronics,2067.03,2.7,12.2
790,50,Chennai,Sports,4008.91,1.2,1.64
791,18,Mumbai,Grocery,221.24,3.8,26.81
792,39,Bangalore,Sports,325.64,4.5,46.46
793,22,Delhi,Clothing,1467.89,4.7,22.77
794,46,Chennai,Clothing,1633.31,2.9,39.13
795,28,Mumbai,Electronics,1916.62,2.1,6.04
796,46,Delhi,Electronics,1944.21,3.5,15.08
797,21,Chennai,Sports,4189.77,3.7,39.19
798,24,Bangalore,Clothing,1875.36,1.0,8.2
799,55,Mumbai,Sports,1152.79,2.6,12.19
800,39,Pune,Grocery,1275.83,1.1,37.73
801,20,Pune,Clothing,1651.29,3.7,26.32
802,46,Pune,Sports,3919.89,3.4,38.3
803,35,Bangalore,Clothing,3119.02,3.7,31.07
804,24,Bangalore,Grocery,1040.44,1.8,38.98
805,60,Delhi,Electronics,4419.06,2.8,22.71
806,26,Bangalore,Electronics,2510.09,2.6,33.74
807,20,Mumbai,Grocery,622.53,4.3,6.81
808,19,Chennai,Clothing,1016.95,3.8,41.18
809,46,Delhi,Clothing,186.3,1.7,14.36
810,29,Mumbai,Grocery,1662.85,4.0,28.24
811,46,Delhi,Clothing,1969.86,1.4,45.68
812,58,Chennai,Grocery,1017.2,2.5,36.32
813,41,Pune,Electronics,2353.37,4.3,5.66
814,56,Delhi,Grocery,4364.97,1.7,0.9
815,20,Chennai,Electronics,2490.78,1.4,11.47
816,23,Delhi,Grocery,157.75,4.4,14.84
817,33,Delhi,Grocery,1234.12,3.5,20.43
818,60,Pune,Sports,2789.09,2.6,38.75
819,22,Pune,Clothing,3439.93,4.8,34.5
820,48,Pune,Sports,1963.29,2.1,37.32
821,25,Chennai,Electronics,3660.27,3.5,47.58
822,18,Chennai,Electronics,1761.24,1.1,31.8
823,27,Mumbai,Grocery,3377.12,3.1,7.52
824,45,Chennai,Sports,582.05,4.5,12.29
825,51,Delhi,Grocery,3065.06,1.9,4.04
826,32,Chennai,Electronics,2248.28,1.3,25.29
827,43,Bangalore,Grocery,2592.45,2.9,46.68
828,54,Bangalore,Electronics,510.02,3.6,17.33
829,56,Mumbai,Clothing,142.98,3.0,24.28
830,29,Chennai,Electronics,2761.55,4.8,45.85
831,43,Pune,Grocery,4252.53,1.8,28.74
832,48,Delhi,Sports,2925.37,3.4,15.18
833,27,Pune,Electronics,3589.74,2.6,3.72
834,18,Chennai,Grocery,4488.8,3.5,6.29
835,41,Delhi,Clothing,1732.27,2.6,37.38
836,23,Bangalore,Clothing,4684.59,3.7,36.5
837,23,Chennai,Sports,1902.29,3.1,17.34
838,45,Bangalore,Grocery,317.92,3.1,40.39
839,57,Delhi,Clothing,4157.99,1.2,21.05
840,33,Chennai,Sports,3156.61,1.0,28.47
841,30,Mumbai,Grocery,2385.32,4.5,33.52
842,34,Delhi,Clothing,2467.57,1.5,12.25
843,44,Delhi,Clothing,143.2,3.5,18.43
844,25,Chennai,Sports,3873.47,3.8,0.18
845,30,Bangalore,Clothing,3529.12,1.5,37.2
846,44,Chennai,Electronics,3984.67,3.6,22.07
847,52,Delhi,Electronics,2357.73,1.3,32.84
848,39,Bangalore,Clothing,1371.57,3.6,5.39
849,42,Chennai,Electronics,2887.19,1.3,1.06
850,54,Pune,Grocery,780.09,1.4,40.72
851,33,Chennai,Grocery,3789.12,3.0,34.03
852,43,Bangalore,Clothing,843.43,3.3,22.02
853,27,Pune,Electronics,3510.28,1.2,35.9
854,20,Delhi,Grocery,4779.39,3.0,29.88
855,27,Chennai,Clothing,4181.17,2.9,27.65
856,34,Bangalore,Grocery,140.66,1.3,32.01
857,43,Delhi,Sports,4266.27,2.0,46.76
858,28,Pune,Sports,3164.32,1.6,31.15
859,52,Pune,Clothing,457.92,1.1,1.1
860,45,Chennai,Electronics,318.96,3.6,48.01
861,26,Delhi,Sports,3710.96,4.6,26.55
862,55,Delhi,Sports,4989.09,2.6,13.83
863,49,Chennai,Electronics,445.97,2.6,1.5
864,53,Chennai,Sports,206.34,1.1,26.34
865,20,Mumbai,Clothing,4399.26,3.8,25.24
866,56,Delhi,Electronics,4923.09,2.3,22.44
867,19,Pune,Sports,2972.36,4.2,24.62
868,47,Pune,Grocery,1386.4,2.1,36.4
869,56,Bangalore,Electronics,1258.62,2.1,43.24
870,47,Pune,Electronics,435.74,1.6,24.68
871,45,Chennai,Electronics,4025.3,2.8,27.93
872,19,Chennai,Grocery,3738.75,3.1,4.58
873,21,Mumbai,Grocery,622.93,3.6,48.34
874,34,Chennai,Clothing,924.68,1.9,0.41
875,50,Mumbai,Clothing,4486.5,2.5,19.12
876,38,Pune,Clothing,3669.41,4.9,36.94
877,45,Delhi,Grocery,331.85,2.8,39.99
878,30,Mumbai,Sports,1244.08,2.6,38.24
879,29,Pune,Grocery,4103.23,3.7,48.48
880,54,Bangalore,Electronics,3096.71,3.8,30.62
881,46,Mumbai,Electronics,4941.29,1.2,36.73
882,31,Chennai,Clothing,2934.1,2.8,26.41
883,32,Bangalore,Sports,787.8,4.6,27.86
884,37,Bangalore,Sports,1587.7,1.8,28.49
885,45,Pune,Grocery,2636.09,1.8,4.22
886,48,Mumbai,Sports,3904.38,4.6,43.23
887,53,Pune,Sports,1900.37,4.2,26.43
888,52,Bangalore,Electronics,3300.75,1.0,42.68
889,19,Pune,Clothing,3954.59,5.0,8.89
890,32,Chennai,Electronics,1504.87,3.3,21.54
891,52,Delhi,Electronics,604.28,1.2,44.57
892,42,Bangalore,Electronics,231.26,2.8,24.22
893,19,Delhi,Sports,324.24,2.7,23.31
894,53,Bangalore,Electronics,4460.66,2.0,26.98
895,52,Chennai,Grocery,4811.68,3.2,1.84
896,31,Mumbai,Clothing,2709.05,1.9,8.68
897,57,Delhi,Electronics,4434.93,5.0,37.88
898,24,Delhi,Clothing,1970.87,3.9,20.84
899,53,Delhi,Grocery,3754.38,3.9,25.1
900,42,Pune,Clothing,623.74,3.4,41.37
901,45,Delhi,Electronics,1063.42,2.8,49.06
902,38,Mumbai,Clothing,1405.93,2.6,35.14
903,35,Chennai,Grocery,4036.7,4.0,38.93
904,46,Chennai,Sports,3112.01,2.4,13.21
905,34,Pune,Sports,3358.39,2.5,25.78
906,49,Bangalore,Sports,1897.93,1.6,42.82
907,57,Chennai,Grocery,2185.43,4.0,43.56
908,30,Delhi,Clothing,4816.27,2.8,5.74
909,47,Pune,Clothing,4076.2,1.2,18.1
910,34,Delhi,Sports,1903.87,1.3,35.39
911,49,Pune,Grocery,1716.87,2.5,25.64
912,40,Mumbai,Electronics,1232.41,4.7,4.27
913,23,Chennai,Clothing,1225.61,3.0,29.17
914,48,Pune,Grocery,2620.56,4.0,27.43
915,51,Chennai,Clothing,889.29,3.6,7.24
916,54,Pune,Sports,3616.15,1.2,18.73
917,34,Bangalore,Sports,1813.69,2.2,8.0
918,53,Mumbai,Grocery,2552.24,1.6,24.44
919,21,Chennai,Electronics,3222.36,2.0,38.65
920,55,Chennai,Clothing,3726.25,2.8,28.33
921,40,Chennai,Sports,917.46,1.4,33.97
922,46,Pune,Sports,1017.6,1.2,0.22
923,52,Chennai,Clothing,1227.23,1.3,33.63
924,23,Chennai,Clothing,1583.8,4.8,2.25
925,39,Pune,Electronics,3097.4,3.6,45.53
926,52,Chennai,Clothing,2486.82,1.5,16.49
927,50,Chennai,Electronics,4600.45,3.5,24.82
928,41,Delhi,Grocery,3419.81,4.3,19.4
929,48,Chennai,Grocery,1035.62,2.8,38.52
930,47,Delhi,Clothing,327.45,2.7,24.84
931,41,Delhi,Grocery,1308.97,3.2,39.4
932,32,Mumbai,Grocery,2933.73,4.6,49.71
933,40,Mumbai,Electronics,4100.68,4.7,1.37
934,41,Mumbai,Electronics,4437.26,5.0,29.15
935,54,Mumbai,Sports,3068.26,2.6,25.32
936,41,Bangalore,Clothing,3864.87,4.3,31.25
937,18,Chennai,Electronics,694.08,2.0,42.09
938,45,Delhi,Sports,702.42,3.4,3.3
939,34,Chennai,Grocery,2411.41,2.0,38.27
940,54,Mumbai,Clothing,4287.84,3.2,2.43
941,23,Mumbai,Sports,2724.48,4.9,26.98
942,48,Delhi,Grocery,1299.82,4.6,3.6
943,44,Pune,Grocery,3262.12,4.7,35.92
944,56,Delhi,Sports,2899.92,1.0,21.59
945,43,Mumbai,Grocery,2890.77,2.5,47.22
946,44,Delhi,Clothing,4662.3,1.3,16.54
947,47,Mumbai,Sports,4651.67,4.2,13.92
948,58,Mumbai,Electronics,2236.7,1.5,33.6
949,23,Bangalore,Sports,1435.16,3.8,12.86
950,34,Chennai,Electronics,1109.04,4.0,6.96
951,50,Pune,Sports,2597.22,2.8,27.19
952,37,Mumbai,Electronics,1013.05,1.7,17.98
953,22,Pune,Grocery,2984.94,1.3,39.97
954,27,Pune,Sports,4937.03,2.0,35.48
955,22,Delhi,Grocery,1159.44,1.4,23.1
956,36,Mumbai,Grocery,4536.78,2.0,11.46
957,48,Pune,Sports,807.62,3.0,37.09
958,46,Mumbai,Electronics,168.63,2.5,16.24
959,56,Delhi,Grocery,3485.89,1.2,23.97
960,56,Mumbai,Electronics,1902.1,2.9,0.37
961,50,Delhi,Sports,3462.02,4.0,1.54
962,37,Bangalore,Grocery,1563.11,1.8,24.2
963,34,Delhi,Electronics,3668.09,1.3,30.46
964,53,Pune,Grocery,4194.0,4.8,49.59
965,57,Bangalore,Clothing,674.33,4.0,40.49
966,51,Delhi,Sports,546.44,1.2,38.58
967,42,Bangalore,Grocery,4513.92,1.5,18.66
968,51,Chennai,Grocery,2347.78,3.6,10.88
969,27,Bangalore,Sports,1582.72,3.7,26.18
970,43,Bangalore,Sports,4568.91,1.5,40.15
971,53,Mumbai,Grocery,3868.98,4.8,30.98
972,57,Chennai,Electronics,4128.04,2.4,1.24
973,48,Chennai,Clothing,3063.35,3.1,2.95
974,27,Bangalore,Sports,3804.44,3.6,16.91
975,19,Pune,Sports,3248.47,5.0,24.18
976,59,Pune,Clothing,861.42,4.1,1.84
977,18,Chennai,Grocery,3475.7,2.8,46.0
978,30,Pune,Sports,1973.67,4.8,49.24
979,26,Mumbai,Clothing,1819.98,3.9,12.6
980,40,Mumbai,Clothing,691.01,3.5,1.65
981,22,Pune,Clothing,3844.46,1.7,6.91
982,18,Mumbai,Electronics,2778.84,1.7,31.88
983,58,Pune,Grocery,1420.96,3.3,29.4
984,52,Chennai,Clothing,656.91,2.6,19.22
985,18,Chennai,Electronics,2768.44,3.6,41.61
986,58,Pune,Electronics,3291.94,3.5,48.78
987,39,Chennai,Grocery,2591.81,2.6,22.68
988,36,Bangalore,Clothing,2379.73,3.9,36.61
989,51,Mumbai,Grocery,544.74,3.7,36.25
990,57,Delhi,Electronics,380.64,3.5,14.39
991,27,Delhi,Grocery,625.13,2.3,32.4
992,32,Mumbai,Clothing,4189.79,4.8,5.48
993,27,Bangalore,Sports,1266.25,1.6,44.83
994,58,Pune,Sports,3185.46,2.9,6.8
995,49,Chennai,Grocery,866.03,1.2,13.69
996,42,Pune,Electronics,393.56,3.0,7.59
997,48,Chennai,Grocery,2186.82,4.0,22.93
998,39,Delhi,Electronics,3609.04,1.7,5.81
999,36,Mumbai,Grocery,546.13,4.6,30.82
1000,41,Mumbai,Electronics,1094.69,2.0,6.58
1001,44,Delhi,Grocery,4075.09,2.0,45.71
1002,49,Bangalore,Electronics,111.34,1.1,17.16
1003,32,Bangalore,Electronics,4432.5,2.6,39.13
1004,56,Delhi,Clothing,2678.69,4.8,29.19
1005,57,Delhi,Clothing,2838.93,3.4,29.88
1006,26,Mumbai,Sports,2232.28,1.3,44.14
1007,45,Bangalore,Electronics,2105.06,3.8,19.39
1008,49,Bangalore,Grocery,2685.37,3.3,40.56
1009,34,Delhi,Grocery,2158.47,3.7,9.03
1010,18,Bangalore,Electronics,3123.7,3.7,46.91
1011,33,Pune,Electronics,1422.37,4.5,44.28
1012,28,Mumbai,Clothing,1247.63,4.9,26.11
1013,57,Mumbai,Clothing,4772.0,3.8,34.13
1014,25,Delhi,Clothing,969.11,3.7,13.52
1015,43,Bangalore,Electronics,3203.77,3.4,28.47
1016,49,Mumbai,Grocery,1511.99,4.4,11.8
1017,51,Pune,Grocery,3079.73,3.0,42.42
1018,49,Chennai,Grocery,3338.52,4.2,28.13
1019,60,Bangalore,Grocery,994.51,3.1,39.35
1020,50,Pune,Sports,2698.05,2.7,45.81
1021,21,Bangalore,Electronics,4251.5,2.6,31.24
1022,30,Mumbai,Sports,4945.35,4.8,17.33
1023,46,Pune,Sports,3742.23,4.2,29.26
1024,54,Pune,Clothing,1252.22,1.5,27.66
1025,19,Chennai,Clothing,2723.9,1.8,1.17
1026,19,Pune,Grocery,4735.71,1.1,38.12
1027,23,Pune,Grocery,763.63,2.9,21.87
1028,24,Bangalore,Sports,4521.1,3.3,26.04
1029,43,Bangalore,Sports,2667.96,2.5,43.44
1030,49,Bangalore,Clothing,150.32,4.2,8.34
1031,59,Chennai,Sports,3114.59,3.5,6.21
1032,59,Bangalore,Grocery,3522.19,4.2,37.17
1033,30,Bangalore,Clothing,1415.17,4.5,27.51
1034,59,Chennai,Grocery,234.22,1.6,27.58
1035,60,Mumbai,Clothing,4891.39,1.5,45.91
1036,44,Bangalore,Electronics,3910.69,2.4,10.05
1037,37,Chennai,Clothing,264.33,3.5,43.22
1038,43,Bangalore,Grocery,4759.08,3.6,45.92
1039,28,Bangalore,Grocery,2656.17,3.3,11.52
1040,39,Pune,Grocery,3000.18,4.3,26.59
