post_id,user_type,post_text,likes,shares
614,traveler,Loving this moment #vacation #wanderlust,28,40
615,foodie,Loving this moment #food #restaurant,306,4
616,student,Loving this moment #exam #study,107,38
617,traveler,Loving this moment #vacation #travel #explore,160,34
618,student,Loving this moment #college,313,26
619,student,Loving this moment #college,364,68
620,traveler,Loving this moment #wanderlust,294,40
621,student,Loving this moment #notes #study,451,52
622,traveler,Loving this moment #vacation #explore,182,85
623,foodie,Loving this moment #restaurant,283,94
624,foodie,Loving this moment #food,418,84
625,fitness,Loving this moment #gym #workout #fitness,55,62
626,traveler,Loving this moment #vacation #travel,454,63
627,traveler,Loving this moment #vacation #travel #wanderlust,404,20
628,developer,Loving this moment #coding #developer,174,5
629,student,Loving this moment #college #study #exam,158,88
630,traveler,Loving this moment #wanderlust,107,94
631,fitness,Loving this moment #health,443,48
632,foodie,Loving this moment #yummy,139,98
633,traveler,Loving this moment #travel #explore #vacation,266,93
634,fitness,Loving this moment #workout,275,92
635,influencer,Loving this moment #trending #viral #reels,68,13
636,foodie,Loving this moment #yummy #foodie,113,8
637,fitness,Loving this moment #health,437,56
638,developer,Loving this moment #ai #developer,39,49
639,student,Loving this moment #study,275,17
640,influencer,Loving this moment #content #viral #reels,37,37
641,influencer,Loving this moment #content #viral #reels,234,11
642,student,Loving this moment #college #study,189,51
643,student,Loving this moment #notes,422,24
644,foodie,Loving this moment #food #foodie,13,75
645,fitness,Loving this moment #gym #health,344,86
646,influencer,Loving this moment #trending #reels,376,19
647,traveler,Loving this moment #wanderlust #travel,236,23
648,fitness,Loving this moment #workout #gym,338,82
649,foodie,Loving this moment #food #restaurant #foodie,49,8
650,traveler,Loving this moment #travel,93,25
651,student,Loving this moment #study,161,72
652,developer,Loving this moment #ai #python #coding,448,49
653,traveler,Loving this moment #explore #vacation #wanderlust,434,59
654,foodie,Loving this moment #food,444,100
655,foodie,Loving this moment #restaurant #food #foodie,446,98
656,student,Loving this moment #study #exam #college,117,70
657,foodie,Loving this moment #restaurant #yummy #foodie,185,73
658,influencer,Loving this moment #reels #content #viral,279,43
659,influencer,Loving this moment #content #reels #viral,441,81
660,influencer,Loving this moment #content,76,51
661,traveler,Loving this moment #vacation #wanderlust,46,5
662,student,Loving this moment #exam #study #college,262,3
663,fitness,Loving this moment #health #gym #fitness,275,28
664,foodie,Loving this moment #restaurant #food #yummy,454,54
665,student,Loving this moment #college,289,89
666,fitness,Loving this moment #fitness,489,80
667,traveler,Loving this moment #vacation,251,31
668,traveler,Loving this moment #vacation,183,90
669,developer,Loving this moment #coding #developer #ai,39,37
670,fitness,Loving this moment #workout,302,92
671,fitness,Loving this moment #fitness,463,54
672,developer,Loving this moment #coding,374,74
673,foodie,Loving this moment #yummy #restaurant #foodie,24,92
674,foodie,Loving this moment #yummy #foodie,345,57
675,traveler,Loving this moment #wanderlust,290,60
676,foodie,Loving this moment #food #foodie,492,92
677,traveler,Loving this moment #explore #travel,321,35
678,foodie,Loving this moment #restaurant #yummy #food,140,41
679,student,Loving this moment #exam #study #college,99,65
680,foodie,Loving this moment #food,230,46
681,influencer,Loving this moment #viral #content,201,29
682,foodie,Loving this moment #food,191,72
683,student,Loving this moment #college #study #exam,408,36
684,influencer,Loving this moment #reels #viral #content,248,17
685,foodie,Loving this moment #yummy,390,62
686,developer,Loving this moment #developer #coding,488,37
687,developer,Loving this moment #developer #python #coding,288,94
688,student,Loving this moment #notes #college,365,36
689,developer,Loving this moment #ai #developer #python,119,95
690,foodie,Loving this moment #food,378,68
691,traveler,Loving this moment #explore #vacation #wanderlust,184,80
692,fitness,Loving this moment #fitness #health #workout,301,100
693,fitness,Loving this moment #health,438,48
694,influencer,Loving this moment #reels #trending,76,78
695,foodie,Loving this moment #restaurant #foodie #food,226,84
696,developer,Loving this moment #coding #developer,265,48
697,foodie,Loving this moment #yummy #food,58,76
698,developer,Loving this moment #python #coding #developer,269,22
699,developer,Loving this moment #python #ai,347,14
700,student,Loving this moment #exam #notes #study,198,13
701,foodie,Loving this moment #food #yummy #foodie,476,11
702,foodie,Loving this moment #restaurant #foodie,473,7
703,developer,Loving this moment #developer,183,52
704,foodie,Loving this moment #food,354,44
705,developer,Loving this moment #ai #developer #coding,135,91
706,traveler,Loving this moment #vacation #wanderlust,85,15
707,traveler,Loving this moment #explore #vacation #travel,115,16
708,student,Loving this moment #notes #study #college,179,73
709,influencer,Loving this moment #content #reels,83,100
710,influencer,Loving this moment #content,270,97
711,influencer,Loving this moment #reels #content,243,56
712,influencer,Loving this moment #viral #content #reels,308,11
713,developer,Loving this moment #coding #ai #developer,284,33
714,fitness,Loving this moment #workout,326,56
715,traveler,Loving this moment #vacation,67,10
716,traveler,Loving this moment #wanderlust #travel #explore,467,58
717,traveler,Loving this moment #wanderlust #explore,99,6
718,foodie,Loving this moment #restaurant,308,1
719,student,Loving this moment #notes #college #study,187,34
720,student,Loving this moment #exam #notes,375,18
721,developer,Loving this moment #developer,24,34
722,developer,Loving this moment #ai #python,45,65
723,influencer,Loving this moment #content,216,12
724,fitness,Loving this moment #health #fitness #workout,157,29
725,influencer,Loving this moment #content #trending,275,95
726,student,Loving this moment #college #study #notes,282,85
727,student,Loving this moment #notes #study #college,426,64
728,fitness,Loving this moment #workout #health #gym,104,15
729,foodie,Loving this moment #yummy,455,27
730,fitness,Loving this moment #fitness #health,458,27
731,developer,Loving this moment #python #ai,448,78
732,influencer,Loving this moment #viral #trending #reels,161,36
733,foodie,Loving this moment #food #yummy #restaurant,252,4
734,foodie,Loving this moment #foodie #yummy,42,98
735,developer,Loving this moment #developer #python #ai,498,67
736,developer,Loving this moment #python,455,38
737,foodie,Loving this moment #yummy #foodie,38,67
738,fitness,Loving this moment #gym #fitness,250,10
739,fitness,Loving this moment #health,362,10
740,foodie,Loving this moment #yummy,213,37
741,foodie,Loving this moment #foodie,251,91
742,student,Loving this moment #college,114,91
743,traveler,Loving this moment #wanderlust,10,1
744,developer,Loving this moment #developer,428,10
745,foodie,Loving this moment #yummy #foodie #restaurant,211,97
746,foodie,Loving this moment #yummy,357,79
747,student,Loving this moment #college,263,70
748,foodie,Loving this moment #yummy #foodie #food,432,93
749,developer,Loving this moment #developer,110,38
750,traveler,Loving this moment #travel,366,4
751,traveler,Loving this moment #travel,211,65
752,fitness,Loving this moment #gym #fitness,407,66
753,fitness,Loving this moment #fitness #gym,494,93
754,influencer,Loving this moment #reels #trending #viral,404,79
755,student,Loving this moment #exam #notes #college,144,58
756,student,Loving this moment #notes #exam,180,45
757,foodie,Loving this moment #restaurant #food,317,12
758,fitness,Loving this moment #gym,490,45
759,fitness,Loving this moment #gym #workout #health,287,59
760,developer,Loving this moment #coding #developer #python,486,76
761,foodie,Loving this moment #foodie #food,491,100
762,fitness,Loving this moment #workout #health #fitness,257,88
763,traveler,Loving this moment #wanderlust #vacation,442,58
764,fitness,Loving this moment #workout #fitness #health,222,39
765,developer,Loving this moment #python #coding #ai,275,79
766,foodie,Loving this moment #foodie,70,98
767,influencer,Loving this moment #viral #content,79,50
768,traveler,Loving this moment #wanderlust #vacation #explore,173,20
769,traveler,Loving this moment #travel #wanderlust #vacation,497,27
770,developer,Loving this moment #ai #python,157,75
771,foodie,Loving this moment #foodie,167,19
772,influencer,Loving this moment #reels #trending #viral,60,68
773,traveler,Loving this moment #explore,91,67
774,foodie,Loving this moment #food #restaurant,144,63
775,developer,Loving this moment #ai,470,96
776,fitness,Loving this moment #health #workout #gym,374,27
777,influencer,Loving this moment #viral #reels #trending,495,87
778,student,Loving this moment #study #college,246,24
779,student,Loving this moment #college #exam #notes,275,21
780,traveler,Loving this moment #vacation #wanderlust,343,3
781,foodie,Loving this moment #restaurant #foodie #food,230,2
782,foodie,Loving this moment #foodie,297,96
783,fitness,Loving this moment #health #workout,374,67
784,student,Loving this moment #exam #notes,209,85
785,foodie,Loving this moment #yummy,463,30
786,developer,Loving this moment #ai,224,40
787,traveler,Loving this moment #travel #wanderlust #vacation,173,97
788,influencer,Loving this moment #viral,72,43
789,influencer,Loving this moment #reels #content,365,57
790,foodie,Loving this moment #restaurant #foodie #yummy,306,23
791,fitness,Loving this moment #gym #workout,139,13
792,foodie,Loving this moment #food #restaurant,379,99
793,student,Loving this moment #study #notes,163,81
794,influencer,Loving this moment #reels,403,68
795,fitness,Loving this moment #fitness,125,34
796,fitness,Loving this moment #gym #workout,407,59
797,influencer,Loving this moment #trending #viral #content,309,61
798,student,Loving this moment #study,350,55
799,student,Loving this moment #notes #exam #study,312,80
800,developer,Loving this moment #coding,432,91
801,developer,Loving this moment #developer,36,50
802,influencer,Loving this moment #content #viral #reels,266,32
803,influencer,Loving this moment #content #viral,135,88
804,fitness,Loving this moment #workout #gym,128,66
805,traveler,Loving this moment #explore #travel,430,20
806,student,Loving this moment #notes #study #college,420,27
807,foodie,Loving this moment #restaurant #food,358,51
808,fitness,Loving this moment #health #workout #fitness,360,79
809,influencer,Loving this moment #viral,452,70
810,developer,Loving this moment #python #ai #coding,190,78
811,foodie,Loving this moment #food #restaurant #yummy,402,49
812,fitness,Loving this moment #fitness #workout,109,94
813,developer,Loving this moment #developer #coding #ai,399,2
814,foodie,Loving this moment #food #foodie #yummy,334,42
815,developer,Loving this moment #python #ai #coding,330,26
816,fitness,Loving this moment #workout,32,97
817,traveler,Loving this moment #travel,185,80
818,developer,Loving this moment #ai #python #developer,83,50
819,developer,Loving this moment #developer #ai,162,75
820,student,Loving this moment #college #study,392,93
821,developer,Loving this moment #developer,74,72
822,traveler,Loving this moment #explore #wanderlust,268,65
823,influencer,Loving this moment #content,256,7
824,traveler,Loving this moment #vacation #wanderlust,374,79
825,fitness,Loving this moment #workout,369,1
826,student,Loving this moment #notes,500,65
827,student,Loving this moment #study #notes #college,201,73
828,fitness,Loving this moment #gym #fitness #health,273,25
829,traveler,Loving this moment #vacation,288,64
830,traveler,Loving this moment #wanderlust #vacation #travel,188,5
831,traveler,Loving this moment #explore #vacation,338,87
832,developer,Loving this moment #python,107,86
833,traveler,Loving this moment #wanderlust,340,8
834,influencer,Loving this moment #trending #content,93,56
835,student,Loving this moment #notes,406,67
836,foodie,Loving this moment #restaurant #yummy #food,54,1
837,influencer,Loving this moment #viral #content #trending,440,95
838,influencer,Loving this moment #content,425,13
839,fitness,Loving this moment #workout,31,47
840,student,Loving this moment #study #notes #college,95,100
841,foodie,Loving this moment #restaurant #food #foodie,23,15
842,traveler,Loving this moment #explore,308,79
843,fitness,Loving this moment #workout #gym #fitness,175,80
844,traveler,Loving this moment #explore,416,43
845,foodie,Loving this moment #food #foodie #restaurant,396,77
846,developer,Loving this moment #ai #developer,192,2
847,developer,Loving this moment #ai #coding,22,3
848,fitness,Loving this moment #fitness,69,97
849,fitness,Loving this moment #workout,339,11
850,traveler,Loving this moment #travel #wanderlust #explore,149,69
851,traveler,Loving this moment #travel #vacation #wanderlust,58,20
852,influencer,Loving this moment #reels #trending #viral,225,98
853,foodie,Loving this moment #food #restaurant,360,34
854,developer,Loving this moment #python #developer,121,64
855,developer,Loving this moment #coding #ai,114,19
856,fitness,Loving this moment #workout #gym #fitness,166,60
857,foodie,Loving this moment #yummy #food #restaurant,219,32
858,influencer,Loving this moment #viral,225,91
859,fitness,Loving this moment #health #fitness,446,58
860,traveler,Loving this moment #travel #vacation #wanderlust,116,95
861,influencer,Loving this moment #trending,253,44
862,fitness,Loving this moment #gym,119,93
863,student,Loving this moment #college #study #exam,184,71
864,influencer,Loving this moment #content #trending,430,6
865,influencer,Loving this moment #reels #content,120,72
866,fitness,Loving this moment #workout #gym,179,56
867,student,Loving this moment #college #notes,260,29
868,influencer,Loving this moment #content #reels #viral,215,51
869,developer,Loving this moment #ai,301,19
870,fitness,Loving this moment #health,18,89
871,developer,Loving this moment #developer #ai,497,8
872,foodie,Loving this moment #yummy #foodie #food,103,83
873,traveler,Loving this moment #vacation,337,92
874,foodie,Loving this moment #food #restaurant #yummy,298,45
875,developer,Loving this moment #python #ai #coding,179,27
876,developer,Loving this moment #ai,342,53
877,developer,Loving this moment #coding #ai #developer,209,98
878,traveler,Loving this moment #wanderlust #explore,488,67
879,traveler,Loving this moment #wanderlust #travel #vacation,213,47
880,student,Loving this moment #notes,257,54
881,foodie,Loving this moment #foodie #restaurant,84,22
882,developer,Loving this moment #developer #ai,357,58
883,fitness,Loving this moment #workout #health #fitness,262,11
884,fitness,Loving this moment #health #gym,347,51
885,foodie,Loving this moment #yummy #restaurant #food,280,74
886,foodie,Loving this moment #foodie,474,17
887,foodie,Loving this moment #restaurant,489,67
888,influencer,Loving this moment #viral #content,353,3
889,student,Loving this moment #notes #exam #study,100,43
890,student,Loving this moment #study,448,44
891,influencer,Loving this moment #trending #viral #reels,238,39
892,influencer,Loving this moment #viral,438,90
893,student,Loving this moment #exam #notes,259,4
894,influencer,Loving this moment #viral #trending,463,87
895,foodie,Loving this moment #foodie,24,96
896,traveler,Loving this moment #wanderlust #vacation #explore,258,28
897,influencer,Loving this moment #reels #content #viral,178,24
898,foodie,Loving this moment #foodie,320,36
899,developer,Loving this moment #coding,52,43
900,influencer,Loving this moment #content #viral #trending,410,44
901,foodie,Loving this moment #food,309,58
902,influencer,Loving this moment #reels #viral,291,29
903,influencer,Loving this moment #content,441,89
904,influencer,Loving this moment #reels,89,78
905,student,Loving this moment #study,405,78
906,student,Loving this moment #college #notes #exam,62,55
907,developer,Loving this moment #coding #ai,181,19
908,traveler,Loving this moment #wanderlust #travel,350,20
909,developer,Loving this moment #python,314,77
910,fitness,Loving this moment #workout,271,2
911,student,Loving this moment #college,190,46
912,developer,Loving this moment #coding #python,38,25
913,foodie,Loving this moment #food #restaurant,40,28
914,developer,Loving this moment #python #coding #developer,404,70
915,fitness,Loving this moment #gym #health,81,46
916,foodie,Loving this moment #yummy,230,69
917,traveler,Loving this moment #travel #vacation #wanderlust,233,82
918,traveler,Loving this moment #wanderlust #vacation #explore,484,63
919,student,Loving this moment #notes,68,24
920,fitness,Loving this moment #workout #health,278,85
921,developer,Loving this moment #ai #coding #developer,380,65
922,foodie,Loving this moment #restaurant #food #yummy,221,92
923,traveler,Loving this moment #vacation #explore,214,16
924,developer,Loving this moment #ai #python #developer,388,3
925,foodie,Loving this moment #yummy #restaurant,71,25
926,foodie,Loving this moment #food #foodie,451,38
927,fitness,Loving this moment #workout #fitness,335,64
928,student,Loving this moment #exam #college,105,57
929,fitness,Loving this moment #gym #health,25,18
930,influencer,Loving this moment #trending #viral,406,1
931,developer,Loving this moment #coding #python #developer,200,54
932,student,Loving this moment #notes,381,49
933,developer,Loving this moment #coding #python,246,1
934,fitness,Loving this moment #health #workout,473,16
935,developer,Loving this moment #coding #python,31,13
936,traveler,Loving this moment #wanderlust,160,3
937,traveler,Loving this moment #explore,376,34
938,influencer,Loving this moment #content #trending,251,51
939,fitness,Loving this moment #gym #workout #fitness,208,60
940,influencer,Loving this moment #trending #reels #viral,413,15
941,developer,Loving this moment #python #coding,334,83
942,influencer,Loving this moment #viral #trending,451,82
943,influencer,Loving this moment #viral #reels,331,91
944,developer,Loving this moment #coding,407,42
945,student,Loving this moment #notes #college #exam,210,78
946,foodie,Loving this moment #yummy,466,4
947,developer,Loving this moment #python #developer,21,7
948,influencer,Loving this moment #trending #viral #content,42,70
949,fitness,Loving this moment #health #fitness #gym,239,89
950,foodie,Loving this moment #foodie #restaurant #yummy,126,28
951,traveler,Loving this moment #explore,123,5
952,influencer,Loving this moment #content #viral #trending,307,9
953,influencer,Loving this moment #content,389,30
954,traveler,Loving this moment #vacation,153,45
955,fitness,Loving this moment #gym #workout,349,51
956,foodie,Loving this moment #yummy #restaurant #food,326,20
957,traveler,Loving this moment #travel #wanderlust,386,96
958,developer,Loving this moment #ai #python,184,7
959,traveler,Loving this moment #vacation #explore,370,20
960,influencer,Loving this moment #trending #viral #content,370,35
961,traveler,Loving this moment #explore #travel,165,33
962,foodie,Loving this moment #restaurant #food #foodie,346,61
963,foodie,Loving this moment #food,272,66
964,developer,Loving this moment #coding #developer,485,73
965,traveler,Loving this moment #travel #vacation #wanderlust,256,27
966,developer,Loving this moment #coding,315,12
967,influencer,Loving this moment #trending #reels #viral,46,60
968,student,Loving this moment #exam #study #college,221,78
969,fitness,Loving this moment #workout #gym,497,40
970,foodie,Loving this moment #yummy,203,86
971,traveler,Loving this moment #vacation #explore #travel,173,77
972,foodie,Loving this moment #foodie,367,4
973,student,Loving this moment #study #notes #exam,282,62
974,traveler,Loving this moment #explore #travel,96,30
975,student,Loving this moment #college,86,14
976,student,Loving this moment #notes,494,1
977,fitness,Loving this moment #gym,438,74
978,traveler,Loving this moment #travel #explore,422,68
979,student,Loving this moment #notes,463,23
980,traveler,Loving this moment #explore #wanderlust,445,40
981,developer,Loving this moment #coding #developer,156,86
982,developer,Loving this moment #ai,71,100
983,fitness,Loving this moment #workout #gym #health,34,80
984,foodie,Loving this moment #restaurant #yummy,220,55
985,fitness,Loving this moment #health,85,24
986,influencer,Loving this moment #reels,210,70
987,developer,Loving this moment #developer,101,84
988,developer,Loving this moment #ai #developer #coding,128,96
989,foodie,Loving this moment #yummy #food,433,61
990,influencer,Loving this moment #trending #reels,193,38
991,developer,Loving this moment #coding,227,84
992,developer,Loving this moment #python #ai,471,90
993,student,Loving this moment #notes #study,65,39
994,student,Loving this moment #college #study #exam,35,98
995,influencer,Loving this moment #content,382,67
996,influencer,Loving this moment #trending #reels,79,92
997,traveler,Loving this moment #explore #vacation,234,10
998,student,Loving this moment #exam,48,17
999,student,Loving this moment #college #notes #study,283,39
1000,student,Loving this moment #exam,50,87
1001,developer,Loving this moment #coding #ai,187,92
1002,foodie,Loving this moment #restaurant #yummy,174,35
1003,influencer,Loving this moment #content,447,66
1004,influencer,Loving this moment #reels #content,491,26
1005,traveler,Loving this moment #vacation,365,86
1006,traveler,Loving this moment #travel #wanderlust,153,91
1007,fitness,Loving this moment #gym,134,61
1008,fitness,Loving this moment #gym #health #fitness,320,61
1009,influencer,Loving this moment #reels,461,4
1010,developer,Loving this moment #python,109,28
1011,foodie,Loving this moment #restaurant,95,95
1012,student,Loving this moment #notes #college,210,87
1013,foodie,Loving this moment #food #yummy #foodie,220,11
1014,student,Loving this moment #study,226,17
1015,developer,Loving this moment #ai,16,50
1016,foodie,Loving this moment #food #restaurant,473,10
1017,fitness,Loving this moment #fitness #workout #health,233,1
1018,foodie,Loving this moment #food,463,95
1019,traveler,Loving this moment #travel #wanderlust,139,3
1020,student,Loving this moment #college,267,1
1021,student,Loving this moment #notes #college,269,11
1022,traveler,Loving this moment #travel #explore,87,1
1023,fitness,Loving this moment #workout #fitness #health,219,99
1024,developer,Loving this moment #python #developer,231,71
1025,student,Loving this moment #college #notes #exam,361,78
1026,student,Loving this moment #college #notes,269,65
1027,student,Loving this moment #study #notes #college,210,85
1028,traveler,Loving this moment #explore #wanderlust #vacation,144,84
1029,student,Loving this moment #study,45,3
1030,student,Loving this moment #exam #study #college,464,18
1031,fitness,Loving this moment #workout #fitness,335,48
1032,fitness,Loving this moment #gym #fitness #workout,79,98
1033,foodie,Loving this moment #food,304,26
1034,developer,Loving this moment #coding #ai,363,89
1035,foodie,Loving this moment #yummy #foodie,236,9
1036,fitness,Loving this moment #workout,394,52
1037,developer,Loving this moment #python,290,58
1038,foodie,Loving this moment #food #foodie #yummy,149,70
1039,foodie,Loving this moment #restaurant,326,25
1040,foodie,Loving this moment #food #foodie #restaurant,145,13
1041,developer,Loving this moment #python #ai,321,61
1042,foodie,Loving this moment #food #yummy #restaurant,494,28
1043,foodie,Loving this moment #restaurant #food #foodie,51,94
1044,influencer,Loving this moment #content,241,23
1045,developer,Loving this moment #python #coding,421,12
1046,traveler,Loving this moment #vacation #travel,52,73
1047,foodie,Loving this moment #yummy,135,3
1048,traveler,Loving this moment #explore #wanderlust,339,39
1049,influencer,Loving this moment #viral #trending,78,2
1050,foodie,Loving this moment #foodie #restaurant #yummy,212,96
1051,traveler,Loving this moment #travel,407,48
1052,student,Loving this moment #study #notes #exam,139,37
1053,foodie,Loving this moment #yummy #food,108,48
1054,fitness,Loving this moment #fitness,123,1
1055,traveler,Loving this moment #wanderlust,79,81
1056,developer,Loving this moment #python #coding #developer,363,62
1057,influencer,Loving this moment #content #viral #trending,172,82
1058,traveler,Loving this moment #vacation,381,30
1059,traveler,Loving this moment #wanderlust #travel,293,60
1060,fitness,Loving this moment #gym #fitness,471,31
1061,student,Loving this moment #college #notes #exam,403,49
1062,developer,Loving this moment #developer,451,53
1063,developer,Loving this moment #developer #python #coding,89,91
1064,foodie,Loving this moment #restaurant,188,9
1065,student,Loving this moment #study #college #notes,117,22
1066,foodie,Loving this moment #foodie #restaurant #food,347,31
1067,traveler,Loving this moment #vacation,174,24
1068,student,Loving this moment #college,384,5
1069,fitness,Loving this moment #workout #fitness #health,185,8
1070,foodie,Loving this moment #restaurant #yummy,347,40
1071,student,Loving this moment #study #exam #notes,332,91
1072,student,Loving this moment #exam #study,68,57
1073,developer,Loving this moment #coding #developer #ai,459,53
1074,traveler,Loving this moment #vacation #travel,125,10
1075,foodie,Loving this moment #foodie,425,11
1076,foodie,Loving this moment #yummy #food,396,80
1077,fitness,Loving this moment #health,304,43
1078,fitness,Loving this moment #health #workout #fitness,75,94
1079,influencer,Loving this moment #reels #trending,433,16
1080,developer,Loving this moment #ai,444,82
1081,influencer,Loving this moment #trending #viral,397,73
1082,fitness,Loving this moment #health,164,64
1083,developer,Loving this moment #developer #ai,391,90
1084,developer,Loving this moment #developer #python,451,61
1085,student,Loving this moment #college #exam #notes,176,65
1086,student,Loving this moment #study #notes,194,51
1087,foodie,Loving this moment #restaurant #yummy,116,8
1088,traveler,Loving this moment #vacation,340,13
1089,influencer,Loving this moment #content #viral,173,78
1090,student,Loving this moment #study #notes,315,96
1091,traveler,Loving this moment #vacation,478,98
1092,student,Loving this moment #study #notes,242,64
1093,influencer,Loving this moment #reels,127,17
1094,developer,Loving this moment #python #coding,365,89
1095,influencer,Loving this moment #content #trending,382,38
1096,influencer,Loving this moment #reels,123,35
1097,developer,Loving this moment #ai,446,34
1098,student,Loving this moment #exam #notes #college,117,55
1099,developer,Loving this moment #coding #developer #python,122,91
1100,fitness,Loving this moment #fitness #workout #health,193,42
1101,developer,Loving this moment #ai,268,72
1102,foodie,Loving this moment #foodie,231,44
1103,foodie,Loving this moment #food #foodie #restaurant,39,86
1104,student,Loving this moment #study #notes #exam,384,58
1105,foodie,Loving this moment #food,402,86
1106,influencer,Loving this moment #reels,179,72
1107,developer,Loving this moment #developer #coding,160,24
1108,traveler,Loving this moment #explore,126,81
1109,student,Loving this moment #college,151,90
1110,fitness,Loving this moment #gym #health #fitness,122,36
1111,foodie,Loving this moment #food #foodie #yummy,237,84
1112,influencer,Loving this moment #reels,306,50
1113,foodie,Loving this moment #restaurant #foodie,233,18
1114,fitness,Loving this moment #fitness,241,34
1115,foodie,Loving this moment #yummy #restaurant #food,374,32
1116,developer,Loving this moment #developer #ai #python,213,90
1117,developer,Loving this moment #developer #python #coding,347,57
1118,developer,Loving this moment #developer #python #coding,477,15
1119,foodie,Loving this moment #foodie,439,26
1120,fitness,Loving this moment #gym #fitness #workout,180,33
1121,student,Loving this moment #exam #notes #study,166,92
1122,traveler,Loving this moment #travel #explore,404,69
1123,fitness,Loving this moment #gym #fitness,360,1
1124,influencer,Loving this moment #reels #content #viral,335,9
1125,traveler,Loving this moment #vacation #travel #explore,424,77
1126,fitness,Loving this moment #health #fitness #workout,474,95
1127,developer,Loving this moment #python,147,25
1128,fitness,Loving this moment #health #fitness,454,23
1129,fitness,Loving this moment #workout,63,8
1130,influencer,Loving this moment #reels #trending #content,361,83
1131,foodie,Loving this moment #yummy #restaurant #food,380,98
1132,fitness,Loving this moment #health #gym,33,29
1133,fitness,Loving this moment #gym #health,315,8
1134,traveler,Loving this moment #wanderlust,129,7
1135,traveler,Loving this moment #wanderlust,135,28
1136,traveler,Loving this moment #explore,152,16
1137,fitness,Loving this moment #workout #health,454,93
1138,fitness,Loving this moment #health,56,15
1139,traveler,Loving this moment #wanderlust,329,66
1140,influencer,Loving this moment #viral #reels,231,42
1141,developer,Loving this moment #python,299,82
1142,developer,Loving this moment #python,474,2
1143,influencer,Loving this moment #content #reels,356,62
1144,fitness,Loving this moment #health #workout #gym,126,14
1145,developer,Loving this moment #ai #coding #python,285,69
1146,developer,Loving this moment #developer #ai,141,29
1147,developer,Loving this moment #ai,117,39
1148,fitness,Loving this moment #fitness #gym #health,204,28
1149,developer,Loving this moment #ai,490,46
1150,traveler,Loving this moment #wanderlust,120,92
1151,traveler,Loving this moment #travel,79,76
1152,traveler,Loving this moment #vacation #travel #explore,145,16
1153,student,Loving this moment #study #notes #exam,475,29
1154,traveler,Loving this moment #explore #wanderlust #vacation,357,26
1155,fitness,Loving this moment #health #gym,458,89
1156,foodie,Loving this moment #restaurant #yummy #food,246,51
1157,fitness,Loving this moment #gym #fitness #workout,290,20
1158,developer,Loving this moment #developer #python,450,35
1159,traveler,Loving this moment #explore #wanderlust,21,78
1160,foodie,Loving this moment #food,272,41
1161,fitness,Loving this moment #health #workout #fitness,443,86
1162,influencer,Loving this moment #viral,354,31
1163,student,Loving this moment #notes #exam,54,48
1164,traveler,Loving this moment #travel,314,20
1165,fitness,Loving this moment #fitness #gym #workout,455,31
1166,student,Loving this moment #notes #exam,363,56
1167,foodie,Loving this moment #restaurant,113,59
1168,traveler,Loving this moment #vacation #wanderlust,390,99
1169,fitness,Loving this moment #workout #gym,264,4
1170,fitness,Loving this moment #workout #fitness,460,81
1171,influencer,Loving this moment #trending #viral #reels,55,11
1172,foodie,Loving this moment #yummy #restaurant #foodie,365,88
1173,traveler,Loving this moment #vacation,95,91
1174,influencer,Loving this moment #viral #content #trending,284,39
1175,foodie,Loving this moment #food #restaurant #yummy,380,74
1176,influencer,Loving this moment #trending #reels #viral,172,57
1177,traveler,Loving this moment #wanderlust #travel #explore,318,92
1178,student,Loving this moment #exam #study,51,82
1179,traveler,Loving this moment #vacation #explore #wanderlust,62,87
1180,student,Loving this moment #notes #exam #study,368,74
1181,foodie,Loving this moment #yummy,202,99
1182,traveler,Loving this moment #explore,58,15
1183,foodie,Loving this moment #restaurant #food #foodie,82,62
1184,traveler,Loving this moment #travel,498,98
1185,developer,Loving this moment #python #developer #ai,97,86
1186,traveler,Loving this moment #travel,326,82
1187,fitness,Loving this moment #fitness #workout,224,50
1188,influencer,Loving this moment #trending,462,61
1189,influencer,Loving this moment #viral #trending,88,61
1190,fitness,Loving this moment #health #fitness,471,28
1191,developer,Loving this moment #coding #developer,499,54
1192,fitness,Loving this moment #gym #health #fitness,273,62
1193,foodie,Loving this moment #restaurant #yummy #foodie,246,30
1194,foodie,Loving this moment #yummy,82,89
1195,influencer,Loving this moment #reels #content #trending,396,89
1196,foodie,Loving this moment #restaurant #food #foodie,427,82
1197,fitness,Loving this moment #health #fitness,20,98
1198,foodie,Loving this moment #restaurant #foodie #food,451,23
1199,developer,Loving this moment #python #coding #developer,172,62
1200,foodie,Loving this moment #yummy,270,63
1201,traveler,Loving this moment #vacation,379,62
1202,foodie,Loving this moment #restaurant #foodie,482,37
1203,traveler,Loving this moment #vacation,409,12
1204,foodie,Loving this moment #restaurant #foodie,494,17
1205,foodie,Loving this moment #foodie #yummy #restaurant,125,54
1206,student,Loving this moment #study,143,54
1207,foodie,Loving this moment #foodie #restaurant #yummy,213,56
1208,fitness,Loving this moment #fitness,441,57
1209,foodie,Loving this moment #foodie #restaurant,178,35
1210,student,Loving this moment #exam #study #notes,165,84
1211,student,Loving this moment #study #exam #college,285,75
1212,foodie,Loving this moment #foodie,495,85
1213,traveler,Loving this moment #explore #vacation #travel,353,11
1214,traveler,Loving this moment #explore #vacation,185,52
