post_id,brand,user_type,post_text,likes,comments,shares
574,Adidas,athlete,Adidas nothing special,265,173,104
575,Adidas,traveler,Adidas very disappointing,283,12,138
576,Puma,traveler,Puma very comfortable,522,32,133
577,Puma,traveler,Puma very comfortable,996,109,83
578,Adidas,traveler,Adidas bad quality,262,51,58
579,Adidas,traveler,Adidas bad quality,172,197,38
580,Nike,student,Nike very disappointing,104,157,92
581,Adidas,student,Adidas okay product,278,164,20
582,Nike,athlete,Nike amazing product,1002,61,134
583,Nike,student,Nike nothing special,514,14,121
584,Puma,athlete,Puma bad quality,75,20,56
585,Puma,student,Puma great quality,1091,151,39
586,Adidas,traveler,Adidas average experience,420,140,144
587,Puma,influencer,Puma okay product,387,55,26
588,Adidas,athlete,Adidas average experience,535,74,13
589,Puma,student,Puma not worth it,141,173,51
590,Puma,influencer,Puma very comfortable,627,162,113
591,Nike,traveler,Nike bad quality,208,17,16
592,Nike,athlete,Nike not worth it,112,131,77
593,Nike,athlete,Nike love this brand,1199,54,91
594,Puma,influencer,Puma bad quality,183,62,6
595,Adidas,traveler,Adidas amazing product,1043,195,131
596,Adidas,athlete,Adidas very disappointing,186,56,45
597,Nike,traveler,Nike very disappointing,264,100,33
598,Puma,student,Puma poor experience,270,183,79
599,Adidas,influencer,Adidas not worth it,62,39,32
600,Puma,influencer,Puma love this brand,683,108,10
601,Puma,traveler,Puma not worth it,115,108,24
602,Adidas,student,Adidas average experience,254,167,95
603,Nike,influencer,Nike nothing special,222,66,21
604,Nike,athlete,Nike nothing special,273,139,18
605,Puma,influencer,Puma nothing special,280,139,91
606,Adidas,student,Adidas love this brand,815,113,14
607,Puma,student,Puma average experience,376,42,29
608,Adidas,traveler,Adidas very disappointing,63,18,65
609,Adidas,influencer,Adidas poor experience,50,62,120
610,Puma,traveler,Puma okay product,566,45,132
611,Puma,influencer,Puma great quality,851,74,37
612,Puma,athlete,Puma love this brand,911,88,47
613,Nike,traveler,Nike poor experience,155,159,111
614,Puma,influencer,Puma very disappointing,157,140,11
615,Adidas,influencer,Adidas amazing product,600,98,99
616,Adidas,traveler,Adidas very comfortable,625,105,52
617,Adidas,student,Adidas not worth it,200,136,100
618,Nike,athlete,Nike very comfortable,840,20,107
619,Puma,athlete,Puma amazing product,948,186,95
620,Adidas,traveler,Adidas very comfortable,633,146,6
621,Puma,student,Puma not worth it,87,62,11
622,Puma,athlete,Puma amazing product,706,157,116
623,Puma,influencer,Puma very comfortable,730,25,98
624,Puma,athlete,Puma very disappointing,212,133,72
625,Adidas,athlete,Adidas bad quality,181,112,14
626,Puma,traveler,Puma bad quality,69,51,89
627,Nike,traveler,Nike okay product,206,145,59
628,Nike,influencer,Nike bad quality,114,181,38
629,Nike,influencer,Nike poor experience,253,114,149
630,Puma,athlete,Puma average experience,510,34,24
631,Nike,athlete,Nike nothing special,202,139,128
632,Nike,influencer,Nike nothing special,202,176,14
633,Nike,student,Nike very disappointing,291,25,149
634,Adidas,influencer,Adidas average experience,586,30,14
635,Adidas,student,Adidas bad quality,142,39,82
636,Adidas,student,Adidas average experience,593,173,118
637,Adidas,athlete,Adidas great quality,619,10,85
638,Puma,traveler,Puma very comfortable,583,16,50
639,Adidas,student,Adidas great quality,1115,53,52
640,Puma,athlete,Puma nothing special,271,103,65
641,Puma,traveler,Puma average experience,277,101,141
642,Nike,athlete,Nike bad quality,240,83,97
643,Nike,athlete,Nike poor experience,110,17,34
644,Adidas,student,Adidas nothing special,489,176,150
645,Nike,student,Nike very disappointing,253,52,94
646,Puma,athlete,Puma average experience,531,186,93
647,Nike,influencer,Nike not worth it,259,172,11
648,Puma,athlete,Puma very comfortable,1077,23,12
649,Adidas,student,Adidas poor experience,92,26,43
650,Nike,influencer,Nike amazing product,1071,13,125
651,Adidas,athlete,Adidas not worth it,191,188,38
652,Puma,traveler,Puma very comfortable,715,66,8
653,Nike,student,Nike great quality,604,56,30
654,Nike,influencer,Nike very comfortable,1047,131,105
655,Nike,athlete,Nike nothing special,419,104,93
656,Adidas,student,Adidas average experience,522,113,17
657,Adidas,influencer,Adidas very comfortable,1054,135,63
658,Nike,traveler,Nike very comfortable,509,146,74
659,Nike,athlete,Nike nothing special,257,11,109
660,Adidas,athlete,Adidas nothing special,579,72,66
661,Puma,influencer,Puma great quality,1193,146,139
662,Adidas,student,Adidas great quality,571,118,60
663,Puma,student,Puma bad quality,249,54,63
664,Nike,student,Nike nothing special,391,67,58
665,Nike,traveler,Nike nothing special,276,120,90
666,Nike,student,Nike amazing product,579,29,129
667,Adidas,influencer,Adidas very comfortable,515,20,133
668,Nike,student,Nike very disappointing,213,104,87
669,Nike,traveler,Nike average experience,456,111,133
670,Adidas,traveler,Adidas love this brand,901,104,88
671,Nike,athlete,Nike nothing special,466,178,22
672,Nike,athlete,Nike bad quality,85,14,107
673,Nike,student,Nike bad quality,207,172,94
674,Adidas,traveler,Adidas bad quality,145,64,117
675,Nike,athlete,Nike average experience,300,28,14
676,Adidas,traveler,Adidas very disappointing,141,141,5
677,Nike,athlete,Nike poor experience,244,142,88
678,Adidas,traveler,Adidas love this brand,941,62,48
679,Puma,student,Puma not worth it,219,116,5
680,Puma,student,Puma nothing special,527,23,89
681,Adidas,influencer,Adidas amazing product,1168,106,123
682,Nike,athlete,Nike not worth it,147,132,29
683,Adidas,athlete,Adidas bad quality,115,53,127
684,Nike,student,Nike very disappointing,234,184,90
685,Puma,influencer,Puma very disappointing,221,90,91
686,Nike,influencer,Nike okay product,424,164,80
687,Puma,athlete,Puma very comfortable,1008,135,117
688,Puma,traveler,Puma poor experience,271,185,53
689,Adidas,athlete,Adidas average experience,273,177,32
690,Adidas,traveler,Adidas very comfortable,978,186,122
691,Nike,traveler,Nike love this brand,722,146,45
692,Adidas,student,Adidas average experience,232,35,149
693,Nike,athlete,Nike okay product,273,70,44
694,Nike,student,Nike okay product,513,139,70
695,Adidas,athlete,Adidas bad quality,51,30,129
696,Adidas,traveler,Adidas not worth it,181,131,110
697,Adidas,traveler,Adidas okay product,547,157,29
698,Adidas,traveler,Adidas very comfortable,520,173,62
699,Puma,athlete,Puma okay product,215,25,32
700,Nike,athlete,Nike very disappointing,272,167,34
701,Adidas,traveler,Adidas nothing special,350,129,136
702,Adidas,influencer,Adidas okay product,262,118,121
703,Puma,traveler,Puma very comfortable,589,149,139
704,Nike,athlete,Nike okay product,240,126,42
705,Adidas,athlete,Adidas bad quality,223,190,33
706,Nike,influencer,Nike not worth it,85,52,143
707,Nike,traveler,Nike very disappointing,262,134,116
708,Nike,athlete,Nike nothing special,309,53,125
709,Adidas,influencer,Adidas love this brand,929,165,100
710,Adidas,student,Adidas not worth it,280,156,20
711,Adidas,student,Adidas okay product,420,117,81
712,Adidas,athlete,Adidas okay product,457,47,56
713,Adidas,influencer,Adidas not worth it,127,199,57
714,Puma,student,Puma not worth it,132,198,142
715,Nike,student,Nike great quality,673,105,13
716,Nike,traveler,Nike nothing special,520,59,72
717,Puma,student,Puma average experience,225,54,109
718,Puma,influencer,Puma okay product,278,54,35
719,Puma,student,Puma okay product,278,191,70
720,Adidas,student,Adidas amazing product,678,174,110
721,Nike,influencer,Nike nothing special,413,48,31
722,Nike,student,Nike okay product,591,75,66
723,Adidas,influencer,Adidas bad quality,288,147,127
724,Nike,traveler,Nike average experience,234,132,41
725,Adidas,traveler,Adidas nothing special,487,84,86
726,Nike,influencer,Nike okay product,567,158,47
727,Puma,student,Puma great quality,1149,48,77
728,Puma,student,Puma great quality,994,141,109
729,Puma,influencer,Puma amazing product,724,192,123
730,Puma,influencer,Puma great quality,1043,87,20
731,Nike,athlete,Nike great quality,534,161,63
732,Nike,traveler,Nike love this brand,853,162,104
733,Puma,athlete,Puma amazing product,892,103,145
734,Puma,student,Puma poor experience,114,35,143
735,Nike,influencer,Nike love this brand,551,59,67
736,Nike,athlete,Nike not worth it,250,169,102
737,Adidas,student,Adidas very comfortable,913,168,85
738,Nike,student,Nike very disappointing,64,133,146
739,Nike,traveler,Nike not worth it,113,82,37
740,Nike,influencer,Nike okay product,457,77,49
741,Nike,influencer,Nike love this brand,1030,57,7
742,Puma,traveler,Puma average experience,343,77,18
743,Adidas,influencer,Adidas poor experience,258,144,38
744,Nike,student,Nike nothing special,378,159,33
745,Puma,influencer,Puma okay product,389,162,69
746,Puma,athlete,Puma love this brand,590,79,53
747,Adidas,athlete,Adidas amazing product,783,17,25
748,Adidas,traveler,Adidas okay product,451,13,144
749,Adidas,student,Adidas poor experience,234,36,18
750,Adidas,influencer,Adidas bad quality,129,23,107
751,Puma,influencer,Puma okay product,356,182,62
752,Nike,traveler,Nike poor experience,214,75,109
753,Puma,traveler,Puma okay product,401,190,99
754,Nike,traveler,Nike very disappointing,61,24,112
755,Adidas,influencer,Adidas very disappointing,182,13,146
756,Puma,traveler,Puma nothing special,349,134,66
757,Adidas,student,Adidas poor experience,161,70,79
758,Adidas,traveler,Adidas not worth it,182,25,142
759,Nike,athlete,Nike great quality,693,96,140
760,Puma,influencer,Puma average experience,526,171,121
761,Adidas,student,Adidas nothing special,591,168,30
762,Nike,traveler,Nike great quality,634,44,70
763,Nike,student,Nike average experience,597,40,20
764,Puma,influencer,Puma very comfortable,1048,184,69
765,Nike,student,Nike okay product,414,142,70
766,Nike,student,Nike okay product,375,78,105
767,Adidas,traveler,Adidas poor experience,99,28,110
768,Nike,athlete,Nike very comfortable,1150,128,94
769,Nike,traveler,Nike very disappointing,112,141,57
770,Nike,traveler,Nike okay product,449,147,89
771,Puma,influencer,Puma love this brand,1119,51,78
772,Nike,athlete,Nike not worth it,154,152,91
773,Puma,traveler,Puma okay product,559,127,134
774,Puma,student,Puma great quality,589,145,150
775,Adidas,athlete,Adidas nothing special,325,79,124
776,Nike,influencer,Nike love this brand,1045,75,67
777,Nike,traveler,Nike not worth it,279,23,148
778,Puma,student,Puma nothing special,460,104,50
779,Adidas,influencer,Adidas very disappointing,298,198,50
780,Nike,traveler,Nike bad quality,298,108,97
781,Puma,traveler,Puma poor experience,56,197,23
782,Adidas,traveler,Adidas nothing special,406,112,61
783,Nike,athlete,Nike poor experience,145,176,52
784,Puma,traveler,Puma very disappointing,106,87,126
785,Puma,influencer,Puma poor experience,80,98,146
786,Puma,traveler,Puma love this brand,954,96,131
787,Adidas,traveler,Adidas nothing special,249,78,125
788,Adidas,traveler,Adidas nothing special,510,195,116
789,Puma,student,Puma amazing product,954,158,25
790,Puma,student,Puma not worth it,67,50,147
791,Adidas,athlete,Adidas great quality,1060,91,140
792,Puma,student,Puma okay product,517,78,91
793,Puma,influencer,Puma very comfortable,998,22,68
794,Nike,athlete,Nike not worth it,105,60,43
795,Puma,student,Puma very comfortable,589,123,62
796,Puma,traveler,Puma okay product,577,156,83
797,Nike,athlete,Nike poor experience,271,97,148
798,Puma,athlete,Puma amazing product,611,17,111
799,Puma,traveler,Puma average experience,417,106,49
800,Nike,influencer,Nike nothing special,436,12,41
801,Puma,student,Puma great quality,504,145,102
802,Puma,athlete,Puma very disappointing,97,82,133
803,Puma,student,Puma okay product,449,40,99
804,Adidas,influencer,Adidas great quality,643,84,122
805,Adidas,student,Adidas okay product,498,109,83
806,Adidas,traveler,Adidas amazing product,908,82,150
807,Adidas,traveler,Adidas average experience,334,64,64
808,Adidas,student,Adidas amazing product,760,181,103
809,Adidas,athlete,Adidas nothing special,598,121,32
810,Puma,influencer,Puma bad quality,277,69,62
811,Nike,traveler,Nike average experience,204,17,34
812,Adidas,athlete,Adidas amazing product,1039,165,87
813,Adidas,athlete,Adidas love this brand,510,22,21
814,Adidas,influencer,Adidas very comfortable,610,90,10
815,Puma,traveler,Puma great quality,1073,64,133
816,Nike,influencer,Nike average experience,413,27,8
817,Nike,student,Nike love this brand,1134,71,46
818,Nike,athlete,Nike poor experience,199,103,13
819,Nike,athlete,Nike very comfortable,996,173,57
820,Nike,traveler,Nike very disappointing,285,68,90
821,Puma,traveler,Puma amazing product,794,158,63
822,Adidas,student,Adidas amazing product,1023,51,9
823,Puma,athlete,Puma not worth it,258,171,60
824,Adidas,traveler,Adidas okay product,220,111,94
825,Puma,athlete,Puma nothing special,243,152,121
826,Adidas,traveler,Adidas very disappointing,233,22,81
827,Puma,traveler,Puma very comfortable,781,103,86
828,Nike,student,Nike love this brand,1028,136,88
829,Puma,traveler,Puma nothing special,336,187,138
830,Adidas,influencer,Adidas not worth it,51,116,66
831,Adidas,student,Adidas great quality,823,162,14
832,Adidas,student,Adidas love this brand,876,161,14
833,Nike,influencer,Nike nothing special,510,195,12
834,Adidas,traveler,Adidas nothing special,540,187,52
835,Adidas,traveler,Adidas poor experience,97,10,6
836,Adidas,student,Adidas okay product,502,183,139
837,Puma,student,Puma very disappointing,291,156,49
838,Adidas,student,Adidas poor experience,162,166,104
839,Puma,influencer,Puma average experience,489,125,51
840,Puma,traveler,Puma very comfortable,821,117,60
841,Puma,influencer,Puma great quality,926,61,20
842,Nike,traveler,Nike average experience,483,26,126
843,Adidas,athlete,Adidas poor experience,282,93,150
844,Puma,athlete,Puma love this brand,1161,38,83
845,Nike,student,Nike very comfortable,615,47,8
846,Nike,athlete,Nike love this brand,722,165,6
847,Nike,athlete,Nike average experience,507,47,47
848,Nike,traveler,Nike bad quality,149,189,104
849,Nike,traveler,Nike amazing product,1146,44,70
850,Adidas,influencer,Adidas great quality,784,43,116
851,Nike,influencer,Nike nothing special,449,71,110
852,Nike,athlete,Nike very comfortable,679,179,43
853,Adidas,influencer,Adidas very comfortable,842,184,44
854,Nike,student,Nike love this brand,669,183,21
855,Adidas,traveler,Adidas okay product,444,51,37
856,Adidas,traveler,Adidas very comfortable,738,49,80
857,Puma,student,Puma bad quality,112,115,13
858,Puma,influencer,Puma not worth it,80,155,37
859,Puma,athlete,Puma bad quality,148,47,53
860,Puma,student,Puma amazing product,547,38,43
861,Adidas,traveler,Adidas poor experience,192,33,12
862,Adidas,traveler,Adidas bad quality,292,152,48
863,Adidas,athlete,Adidas amazing product,1129,184,22
864,Puma,athlete,Puma nothing special,253,32,90
865,Puma,traveler,Puma not worth it,50,61,126
866,Adidas,student,Adidas amazing product,822,196,88
867,Nike,athlete,Nike love this brand,987,167,108
868,Nike,student,Nike great quality,1096,10,97
869,Puma,traveler,Puma love this brand,668,16,73
870,Nike,athlete,Nike great quality,794,51,27
871,Adidas,traveler,Adidas amazing product,1099,172,86
872,Puma,athlete,Puma not worth it,191,45,101
873,Puma,influencer,Puma bad quality,228,29,113
874,Puma,traveler,Puma very disappointing,52,102,77
875,Puma,influencer,Puma very disappointing,240,194,45
876,Nike,athlete,Nike bad quality,101,15,126
877,Adidas,traveler,Adidas very comfortable,769,39,146
878,Adidas,athlete,Adidas very disappointing,243,109,40
879,Adidas,traveler,Adidas bad quality,252,73,77
880,Nike,athlete,Nike nothing special,220,178,92
881,Nike,student,Nike nothing special,333,104,95
882,Puma,influencer,Puma very comfortable,1133,123,147
883,Puma,student,Puma not worth it,295,138,129
884,Nike,athlete,Nike great quality,918,155,92
885,Puma,influencer,Puma okay product,363,90,35
886,Puma,traveler,Puma average experience,263,19,64
887,Adidas,influencer,Adidas great quality,594,80,10
888,Puma,traveler,Puma bad quality,66,181,16
889,Nike,student,Nike very comfortable,896,72,17
890,Puma,traveler,Puma very disappointing,90,195,144
891,Nike,athlete,Nike not worth it,113,150,138
892,Puma,influencer,Puma average experience,572,89,130
893,Nike,athlete,Nike amazing product,734,61,150
894,Puma,traveler,Puma bad quality,277,112,47
895,Nike,athlete,Nike not worth it,222,51,14
896,Adidas,student,Adidas love this brand,762,134,135
897,Adidas,athlete,Adidas bad quality,255,51,65
898,Puma,influencer,Puma love this brand,1081,199,99
899,Nike,traveler,Nike poor experience,188,114,134
900,Puma,influencer,Puma poor experience,251,112,61
901,Nike,student,Nike okay product,234,151,27
902,Puma,student,Puma love this brand,801,170,20
903,Nike,student,Nike very comfortable,1196,57,56
904,Nike,athlete,Nike amazing product,903,129,26
905,Puma,student,Puma not worth it,268,187,83
906,Adidas,traveler,Adidas bad quality,196,61,36
907,Nike,athlete,Nike okay product,372,34,120
908,Adidas,traveler,Adidas poor experience,135,32,88
909,Adidas,athlete,Adidas bad quality,117,169,25
910,Puma,influencer,Puma okay product,392,83,67
911,Nike,influencer,Nike great quality,862,154,78
912,Adidas,student,Adidas bad quality,60,183,45
913,Nike,traveler,Nike average experience,202,126,115
914,Nike,influencer,Nike very comfortable,648,137,111
915,Puma,athlete,Puma bad quality,146,65,89
916,Puma,athlete,Puma great quality,838,184,76
917,Adidas,student,Adidas great quality,969,182,105
918,Nike,student,Nike average experience,563,37,42
919,Adidas,athlete,Adidas not worth it,78,164,145
920,Adidas,influencer,Adidas not worth it,290,160,6
921,Nike,influencer,Nike love this brand,620,24,44
922,Adidas,influencer,Adidas amazing product,1012,81,103
923,Nike,influencer,Nike bad quality,133,107,69
924,Nike,traveler,Nike not worth it,266,55,43
925,Puma,traveler,Puma nothing special,588,97,49
926,Nike,student,Nike poor experience,278,92,53
927,Puma,influencer,Puma average experience,275,178,6
928,Adidas,influencer,Adidas nothing special,255,114,38
929,Adidas,athlete,Adidas love this brand,1133,197,120
930,Puma,influencer,Puma poor experience,204,26,116
931,Puma,influencer,Puma poor experience,162,75,124
932,Nike,traveler,Nike nothing special,216,36,74
933,Adidas,influencer,Adidas poor experience,165,34,79
934,Adidas,influencer,Adidas love this brand,833,174,144
935,Adidas,student,Adidas bad quality,232,90,24
936,Puma,traveler,Puma love this brand,958,195,26
937,Adidas,student,Adidas average experience,557,33,85
938,Adidas,traveler,Adidas very disappointing,234,35,42
939,Adidas,traveler,Adidas nothing special,532,20,145
940,Nike,student,Nike nothing special,573,95,74
941,Nike,student,Nike very comfortable,848,82,131
942,Adidas,athlete,Adidas average experience,391,107,40
943,Puma,student,Puma okay product,493,46,96
944,Nike,influencer,Nike great quality,929,163,52
945,Nike,athlete,Nike very comfortable,768,125,18
946,Puma,student,Puma poor experience,300,170,66
947,Puma,student,Puma amazing product,932,93,91
948,Puma,traveler,Puma bad quality,210,80,38
949,Adidas,influencer,Adidas great quality,1133,89,91
950,Nike,student,Nike bad quality,208,191,29
951,Puma,student,Puma poor experience,69,160,8
952,Nike,influencer,Nike very comfortable,702,84,15
953,Adidas,traveler,Adidas great quality,630,123,147
954,Puma,student,Puma bad quality,201,126,96
955,Adidas,traveler,Adidas great quality,953,98,65
956,Nike,traveler,Nike poor experience,271,184,41
957,Nike,student,Nike great quality,1191,192,29
958,Puma,athlete,Puma average experience,424,99,59
959,Puma,influencer,Puma very disappointing,183,136,103
960,Puma,athlete,Puma love this brand,1093,148,100
961,Adidas,student,Adidas bad quality,182,182,89
962,Nike,student,Nike nothing special,261,156,110
963,Puma,traveler,Puma not worth it,258,131,21
964,Adidas,influencer,Adidas bad quality,116,180,148
965,Puma,athlete,Puma nothing special,274,141,67
966,Puma,athlete,Puma nothing special,271,86,121
967,Adidas,traveler,Adidas very comfortable,538,117,137
968,Adidas,influencer,Adidas very disappointing,195,22,10
969,Adidas,traveler,Adidas not worth it,115,197,35
970,Puma,student,Puma amazing product,1088,121,80
971,Puma,student,Puma very comfortable,1129,145,80
972,Puma,athlete,Puma nothing special,224,151,123
973,Adidas,influencer,Adidas okay product,296,172,63
974,Nike,athlete,Nike nothing special,485,38,98
975,Adidas,influencer,Adidas nothing special,535,99,69
976,Nike,student,Nike great quality,1113,99,91
977,Nike,influencer,Nike great quality,880,176,115
978,Nike,traveler,Nike poor experience,153,94,20
979,Nike,traveler,Nike amazing product,510,18,28
980,Puma,influencer,Puma not worth it,274,90,63
981,Nike,influencer,Nike okay product,404,66,101
982,Puma,student,Puma very comfortable,548,96,136
983,Nike,athlete,Nike average experience,497,87,37
984,Puma,athlete,Puma very disappointing,90,37,35
985,Puma,student,Puma very comfortable,1088,113,140
986,Adidas,traveler,Adidas not worth it,298,79,136
987,Nike,influencer,Nike very comfortable,691,130,17
988,Adidas,student,Adidas very disappointing,158,11,85
989,Adidas,influencer,Adidas nothing special,234,87,61
990,Adidas,student,Adidas love this brand,719,88,138
991,Puma,student,Puma nothing special,512,174,13
992,Nike,student,Nike not worth it,192,162,118
993,Adidas,traveler,Adidas bad quality,215,174,50
994,Puma,influencer,Puma nothing special,363,70,81
995,Puma,athlete,Puma okay product,479,164,97
996,Nike,influencer,Nike not worth it,185,123,74
997,Nike,athlete,Nike very disappointing,149,115,107
998,Adidas,traveler,Adidas not worth it,61,137,98
999,Puma,athlete,Puma nothing special,350,148,148
1000,Puma,student,Puma nothing special,420,108,117
1001,Nike,traveler,Nike very comfortable,732,56,33
1002,Nike,athlete,Nike very comfortable,907,28,69
1003,Nike,athlete,Nike very comfortable,643,71,111
1004,Adidas,traveler,Adidas great quality,1184,57,78
1005,Puma,influencer,Puma love this brand,669,26,120
1006,Puma,influencer,Puma amazing product,848,104,76
1007,Adidas,traveler,Adidas very comfortable,723,174,124
1008,Puma,traveler,Puma nothing special,292,54,50
1009,Adidas,athlete,Adidas very disappointing,115,106,57
1010,Nike,athlete,Nike nothing special,286,24,85
1011,Puma,traveler,Puma bad quality,134,187,61
1012,Adidas,traveler,Adidas average experience,424,70,78
1013,Nike,athlete,Nike nothing special,303,165,22
1014,Puma,athlete,Puma bad quality,300,195,95
1015,Adidas,athlete,Adidas love this brand,1125,98,121
1016,Adidas,traveler,Adidas okay product,303,110,121
1017,Nike,student,Nike love this brand,676,194,85
1018,Nike,traveler,Nike okay product,540,175,137
1019,Adidas,student,Adidas okay product,457,98,32
1020,Adidas,traveler,Adidas nothing special,569,150,47
1021,Puma,influencer,Puma not worth it,238,138,51
1022,Nike,influencer,Nike bad quality,248,142,148
1023,Nike,student,Nike average experience,243,166,65
1024,Puma,athlete,Puma poor experience,195,11,36
1025,Nike,student,Nike amazing product,1036,56,23
1026,Nike,athlete,Nike nothing special,568,85,146
1027,Nike,influencer,Nike not worth it,98,182,42
1028,Puma,athlete,Puma great quality,694,164,33
1029,Nike,student,Nike average experience,516,36,11
1030,Puma,student,Puma amazing product,1049,145,119
1031,Nike,influencer,Nike love this brand,553,75,58
1032,Nike,student,Nike bad quality,236,91,131
1033,Adidas,traveler,Adidas okay product,453,119,68
1034,Adidas,athlete,Adidas not worth it,273,111,35
1035,Adidas,student,Adidas bad quality,147,28,37
1036,Nike,influencer,Nike nothing special,335,91,63
1037,Adidas,athlete,Adidas average experience,500,135,122
1038,Puma,student,Puma not worth it,86,132,122
1039,Puma,traveler,Puma very comfortable,756,199,82
1040,Adidas,athlete,Adidas bad quality,199,118,58
1041,Adidas,influencer,Adidas bad quality,192,187,76
1042,Nike,traveler,Nike love this brand,639,76,130
1043,Puma,traveler,Puma average experience,410,34,52
1044,Puma,athlete,Puma not worth it,284,80,11
1045,Nike,athlete,Nike okay product,539,97,31
1046,Nike,traveler,Nike very disappointing,163,48,106
1047,Adidas,traveler,Adidas love this brand,568,19,125
1048,Nike,traveler,Nike amazing product,894,28,71
1049,Puma,traveler,Puma average experience,472,72,70
1050,Adidas,influencer,Adidas average experience,496,142,94
1051,Puma,student,Puma very comfortable,1099,13,102
1052,Puma,student,Puma very comfortable,771,181,27
1053,Adidas,athlete,Adidas bad quality,180,14,46
1054,Puma,influencer,Puma great quality,1109,162,107
1055,Puma,influencer,Puma very disappointing,155,66,73
1056,Puma,student,Puma amazing product,832,31,131
1057,Nike,influencer,Nike very comfortable,854,75,6
1058,Puma,student,Puma nothing special,320,130,18
1059,Puma,athlete,Puma bad quality,139,196,56
1060,Nike,influencer,Nike average experience,247,51,54
1061,Nike,student,Nike amazing product,554,57,137
1062,Nike,influencer,Nike not worth it,102,132,111
1063,Adidas,athlete,Adidas love this brand,624,50,113
1064,Adidas,student,Adidas average experience,590,144,18
1065,Nike,traveler,Nike love this brand,1146,140,114
1066,Puma,student,Puma very disappointing,152,94,80
1067,Adidas,athlete,Adidas not worth it,195,189,93
1068,Nike,influencer,Nike not worth it,159,77,51
1069,Puma,athlete,Puma very disappointing,284,181,48
1070,Nike,influencer,Nike very comfortable,1033,47,140
1071,Nike,traveler,Nike average experience,568,44,46
1072,Puma,influencer,Puma very comfortable,615,112,81
1073,Nike,influencer,Nike okay product,579,23,133
1074,Adidas,athlete,Adidas okay product,467,124,24
1075,Nike,student,Nike nothing special,531,94,35
1076,Puma,athlete,Puma okay product,312,88,118
1077,Nike,influencer,Nike okay product,239,149,125
1078,Nike,student,Nike okay product,522,150,29
1079,Nike,student,Nike very disappointing,128,195,37
1080,Nike,traveler,Nike very comfortable,997,106,25
1081,Adidas,student,Adidas nothing special,227,96,68
1082,Nike,athlete,Nike love this brand,531,127,128
1083,Nike,traveler,Nike okay product,486,115,119
1084,Nike,student,Nike very disappointing,162,58,65
1085,Puma,student,Puma bad quality,189,73,89
1086,Puma,traveler,Puma not worth it,57,199,62
1087,Nike,athlete,Nike not worth it,222,59,133
1088,Nike,student,Nike very comfortable,565,182,35
1089,Nike,influencer,Nike very comfortable,838,12,64
1090,Puma,athlete,Puma average experience,337,106,33
1091,Adidas,athlete,Adidas love this brand,1021,162,59
1092,Puma,influencer,Puma poor experience,184,106,97
1093,Nike,athlete,Nike love this brand,789,21,103
1094,Nike,influencer,Nike very comfortable,638,102,90
1095,Nike,student,Nike love this brand,1056,137,89
1096,Puma,traveler,Puma very disappointing,73,114,44
1097,Puma,traveler,Puma okay product,346,187,136
1098,Nike,athlete,Nike nothing special,208,149,142
1099,Puma,traveler,Puma love this brand,541,147,80
1100,Adidas,influencer,Adidas not worth it,221,99,67
1101,Puma,student,Puma okay product,466,97,82
1102,Adidas,traveler,Adidas poor experience,268,192,70
1103,Puma,traveler,Puma poor experience,140,179,59
1104,Nike,athlete,Nike bad quality,221,42,60
1105,Adidas,student,Adidas great quality,558,160,47
1106,Nike,influencer,Nike not worth it,254,178,86
1107,Puma,influencer,Puma love this brand,1071,148,17
1108,Puma,influencer,Puma very disappointing,143,154,96
1109,Adidas,athlete,Adidas okay product,496,129,132
1110,Puma,influencer,Puma amazing product,559,107,19
1111,Adidas,athlete,Adidas not worth it,76,84,30
1112,Puma,influencer,Puma poor experience,129,131,64
1113,Adidas,athlete,Adidas amazing product,942,92,10
1114,Nike,athlete,Nike great quality,675,29,32
1115,Adidas,athlete,Adidas poor experience,106,169,141
1116,Puma,traveler,Puma poor experience,240,111,145
1117,Nike,influencer,Nike amazing product,602,74,100
1118,Puma,traveler,Puma average experience,296,87,29
1119,Puma,influencer,Puma amazing product,834,137,135
1120,Puma,influencer,Puma amazing product,951,29,7
1121,Adidas,athlete,Adidas not worth it,144,105,136
1122,Adidas,student,Adidas very disappointing,62,134,17
1123,Puma,traveler,Puma average experience,445,35,132
1124,Nike,student,Nike average experience,529,90,120
1125,Adidas,student,Adidas amazing product,862,127,108
1126,Adidas,athlete,Adidas very disappointing,290,145,9
1127,Puma,student,Puma bad quality,152,143,53
1128,Nike,student,Nike amazing product,742,160,68
1129,Puma,traveler,Puma bad quality,293,73,149
1130,Puma,student,Puma not worth it,141,108,31
1131,Nike,student,Nike great quality,1193,20,125
1132,Nike,traveler,Nike average experience,252,190,102
1133,Nike,student,Nike bad quality,116,64,75
1134,Adidas,traveler,Adidas great quality,794,156,148
1135,Adidas,athlete,Adidas very comfortable,663,188,68
1136,Puma,traveler,Puma love this brand,776,101,65
1137,Adidas,influencer,Adidas bad quality,121,44,80
1138,Nike,influencer,Nike amazing product,926,14,35
1139,Adidas,athlete,Adidas not worth it,203,107,136
1140,Puma,athlete,Puma very disappointing,255,127,107
1141,Puma,traveler,Puma okay product,364,156,91
1142,Adidas,traveler,Adidas poor experience,283,149,85
1143,Puma,athlete,Puma poor experience,241,14,79
1144,Nike,traveler,Nike very comfortable,1143,38,56
1145,Nike,athlete,Nike poor experience,123,34,112
